benchmark,specification,rank,feature_id,aggregation,effect_to_permutation_variability,effect,roc_auc,pr_auc,pr_lift,permutation_p_nominal,positive_support,positives,control_support,n,decoder_model_a_norm,decoder_model_b_norm,decoder_model_b_specificity
bigcodebench,active_fraction,8,8309,active_fraction,3.648198366165161,0.22589272260665894,0.6978933213805468,0.9712286020591843,1.0479923747305286,0.009950248756218905,280,291,19,314,0.6808901429176331,0.7323854565620422,0.5182183980941772
bigcodebench,active_fraction,9,4484,active_fraction,3.641422986984253,0.021448176354169846,0.6338712087255342,0.952658821886247,1.0279548799734761,0.004975124378109453,119,291,5,314,0.7746802568435669,0.6323543787002563,0.4494234621524811
bigcodebench,active_fraction,10,1882,active_fraction,3.424839496612549,0.1706136018037796,0.6925145674585388,0.9702436869093625,1.0469296140534015,0.009950248756218905,227,291,13,314,0.693205714225769,0.7207393646240234,0.5097364783287048
humanevalplus,localized_guarded,1,2572,max,2.5507009029388428,1.090901255607605,0.7291666666666666,0.882626712190219,1.244729978729796,0.009950248756218905,31,39,11,55,0.8394970893859863,0.5433638095855713,0.3929273188114166
humanevalplus,localized_guarded,2,4614,max,2.076141834259033,1.7569326162338257,0.7131410256410257,0.8895308957464433,1.2544666478475481,0.01990049751243781,35,39,5,55,0.7956399321556091,0.6057685017585754,0.43225693702697754
humanevalplus,localized_guarded,3,7097,early_max,1.9595756530761719,3.0866525173187256,0.6378205128205128,0.8547596273981827,1.2054302437666677,0.05472636815920398,38,39,14,55,0.9039792418479919,0.42757558822631836,0.3211100101470947
humanevalplus,localized_guarded,4,3612,max,1.8721109628677368,1.6502329111099243,0.6498397435897436,0.8603097318562319,1.2132573141562244,0.06965174129353234,29,39,4,55,0.9504075050354004,0.3110072910785675,0.24655434489250183
humanevalplus,localized_guarded,5,2969,early_max,1.8682677745819092,2.0344157218933105,0.5961538461538461,0.7779795645315875,1.0971506679291618,0.07462686567164178,11,39,0,55,0.6795269846916199,0.7336511611938477,0.5191497802734375
humanevalplus,localized_guarded,6,1287,max,1.8369503021240234,1.424912452697754,0.5873397435897436,0.7730484632343415,1.090196550715097,0.0845771144278607,12,39,0,55,0.638447642326355,0.7696656584739685,0.5465936064720154
humanevalplus,localized_guarded,7,4966,early_max,1.8245410919189453,2.5573673248291016,0.6025641025641025,0.777864469508083,1.096988354434476,0.06467661691542288,9,39,2,55,0.7531141638755798,0.6578893065452576,0.466256320476532
humanevalplus,localized_guarded,8,8764,early_max,1.7906907796859741,0.9449436664581299,0.5793269230769231,0.7533999892490457,1.0624871643255773,0.1044776119402985,5,39,0,55,0.6961974501609802,0.7178494930267334,0.5076560378074646
humanevalplus,localized_guarded,9,4672,max,1.7887418270111084,1.3498568534851074,0.6418269230769231,0.8011455808115094,1.1298206908880262,0.07462686567164178,15,39,8,55,0.6412836313247681,0.7673032879829407,0.5447326302528381
humanevalplus,localized_guarded,10,7123,max,1.7852516174316406,0.4167892336845398,0.5793269230769231,0.7507122507122507,1.058696763824969,0.0945273631840796,4,39,0,55,0.6666097640991211,0.7454058527946472,0.5279019474983215
humanevalplus,all4_guarded,1,3612,active_fraction,2.8482096195220947,0.16860023140907288,0.7459935897435898,0.892810458423397,1.2590916721355598,0.004975124378109453,29,39,4,55,0.9504075050354004,0.3110072910785675,0.24655434489250183
humanevalplus,all4_guarded,2,1700,active_fraction,2.64870023727417,0.062402889132499695,0.7980769230769231,0.9079671410874007,1.2804664810206934,0.009950248756218905,36,39,6,55,0.8058421611785889,0.5921303033828735,0.4235636293888092
humanevalplus,all4_guarded,3,2572,max,2.5507009029388428,1.090901255607605,0.7291666666666666,0.882626712190219,1.244729978729796,0.009950248756218905,31,39,11,55,0.8394970893859863,0.5433638095855713,0.3929273188114166
humanevalplus,all4_guarded,4,7097,active_fraction,2.4643430709838867,0.20682403445243835,0.7299679487179487,0.893652051453523,1.2602785341011222,0.009950248756218905,39,39,14,55,0.9039792418479919,0.42757558822631836,0.3211100101470947
humanevalplus,all4_guarded,5,3638,active_fraction,2.2405693531036377,0.021178172901272774,0.624198717948718,0.7903413522518453,1.1145839583038843,0.01990049751243781,12,39,1,55,0.6385089755058289,0.7696151733398438,0.5465534925460815
humanevalplus,all4_guarded,6,9142,active_fraction,2.205085039138794,0.02372431568801403,0.6666666666666666,0.8106115948834527,1.1431701979125615,0.03482587064676617,12,39,1,55,0.7148157358169556,0.6993126273155212,0.494518518447876
humanevalplus,all4_guarded,7,2151,active_fraction,2.118720293045044,0.029637619853019714,0.6442307692307693,0.823422212786545,1.161236453929743,0.029850746268656716,18,39,3,55,0.695466160774231,0.7185578346252441,0.5081652402877808
humanevalplus,all4_guarded,8,12047,active_fraction,2.096785306930542,0.039467696100473404,0.6410256410256411,0.8460011247137663,1.1930785092117218,0.03482587064676617,24,39,4,55,0.6256125569343567,0.7801341414451599,0.5549606680870056
humanevalplus,all4_guarded,9,4614,max,2.076141834259033,1.7569326162338257,0.7131410256410257,0.8895308957464433,1.2544666478475481,0.01990049751243781,35,39,5,55,0.7956399321556091,0.6057685017585754,0.43225693702697754
humanevalplus,all4_guarded,10,10387,mean,2.057326078414917,0.5153867602348328,0.6971153846153846,0.8519707922781277,1.201497271161462,0.03980099502487562,26,39,7,55,0.6597174406051636,0.7515131831169128,0.5325233340263367
humanevalplus,localized_ev_only,1,2572,max,2.5507009029388428,1.090901255607605,0.7291666666666666,0.882626712190219,1.244729978729796,0.009950248756218905,31,39,11,55,0.8394970893859863,0.5433638095855713,0.3929273188114166
humanevalplus,localized_ev_only,2,4230,early_max,2.2054526805877686,6.974027633666992,0.5256410256410257,0.7376731112972896,1.040308233880793,0.06467661691542288,3,39,1,55,0.6417980194091797,0.7668740153312683,0.5443949699401855
humanevalplus,localized_ev_only,3,4614,max,2.076141834259033,1.7569326162338257,0.7131410256410257,0.8895308957464433,1.2544666478475481,0.01990049751243781,35,39,5,55,0.7956399321556091,0.6057685017585754,0.43225693702697754
humanevalplus,localized_ev_only,4,7097,early_max,1.9595756530761719,3.0866525173187256,0.6378205128205128,0.8547596273981827,1.2054302437666677,0.05472636815920398,38,39,14,55,0.9039792418479919,0.42757558822631836,0.3211100101470947
humanevalplus,localized_ev_only,5,3612,max,1.8721109628677368,1.6502329111099243,0.6498397435897436,0.8603097318562319,1.2132573141562244,0.06965174129353234,29,39,4,55,0.9504075050354004,0.3110072910785675,0.24655434489250183
humanevalplus,localized_ev_only,6,2969,early_max,1.8682677745819092,2.0344157218933105,0.5961538461538461,0.7779795645315875,1.0971506679291618,0.07462686567164178,11,39,0,55,0.6795269846916199,0.7336511611938477,0.5191497802734375
humanevalplus,localized_ev_only,7,1833,early_max,1.8673371076583862,0.9149265885353088,0.5833333333333334,0.7513621859000011,1.059613339089745,0.06467661691542288,3,39,0,55,0.7124942541122437,0.7016779780387878,0.49617576599121094
humanevalplus,localized_ev_only,8,1287,max,1.8369503021240234,1.424912452697754,0.5873397435897436,0.7730484632343415,1.090196550715097,0.0845771144278607,12,39,0,55,0.638447642326355,0.7696656584739685,0.5465936064720154
humanevalplus,localized_ev_only,9,4966,early_max,1.8245410919189453,2.5573673248291016,0.6025641025641025,0.777864469508083,1.096988354434476,0.06467661691542288,9,39,2,55,0.7531141638755798,0.6578893065452576,0.466256320476532
humanevalplus,localized_ev_only,10,5559,max,1.7982972860336304,0.32909947633743286,0.5552884615384616,0.7364672364672364,1.0386076411717438,0.1890547263681592,2,39,0,55,0.7033279538154602,0.7108654379844666,0.5026649236679077
humanevalplus,max,1,2572,max,2.5507009029388428,1.090901255607605,0.7291666666666666,0.882626712190219,1.244729978729796,0.009950248756218905,31,39,11,55,0.8394970893859863,0.5433638095855713,0.3929273188114166
humanevalplus,max,2,4614,max,2.076141834259033,1.7569326162338257,0.7131410256410257,0.8895308957464433,1.2544666478475481,0.01990049751243781,35,39,5,55,0.7956399321556091,0.6057685017585754,0.43225693702697754
humanevalplus,max,3,3612,max,1.8721109628677368,1.6502329111099243,0.6498397435897436,0.8603097318562319,1.2132573141562244,0.06965174129353234,29,39,4,55,0.9504075050354004,0.3110072910785675,0.24655434489250183
humanevalplus,max,4,1287,max,1.8369503021240234,1.424912452697754,0.5873397435897436,0.7730484632343415,1.090196550715097,0.0845771144278607,12,39,0,55,0.638447642326355,0.7696656584739685,0.5465936064720154
humanevalplus,max,5,4672,max,1.7887418270111084,1.3498568534851074,0.6418269230769231,0.8011455808115094,1.1298206908880262,0.07462686567164178,15,39,8,55,0.6412836313247681,0.7673032879829407,0.5447326302528381
humanevalplus,max,6,7123,max,1.7852516174316406,0.4167892336845398,0.5793269230769231,0.7507122507122507,1.058696763824969,0.0945273631840796,4,39,0,55,0.6666097640991211,0.7454058527946472,0.5279019474983215
humanevalplus,max,7,10510,max,1.7711951732635498,1.0659255981445312,0.5817307692307693,0.7589481862733805,1.0703115447445108,0.0945273631840796,8,39,1,55,0.6798586845397949,0.7333430051803589,0.5189231038093567
humanevalplus,max,8,4192,max,1.72037935256958,0.603176474571228,0.5737179487179487,0.7470073065138376,1.0534718425195146,0.07960199004975124,4,39,0,55,0.5521279573440552,0.8337589502334595,0.6016067862510681
humanevalplus,max,9,9142,max,1.7098177671432495,0.7452346086502075,0.6506410256410257,0.8070504642058903,1.1381480905467685,0.08955223880597014,12,39,1,55,0.7148157358169556,0.6993126273155212,0.494518518447876
humanevalplus,max,10,6030,max,1.673011302947998,0.25740373134613037,0.5793269230769231,0.7507122507122507,1.058696763824969,0.13432835820895522,4,39,0,55,0.8698617219924927,0.49329525232315063,0.36187705397605896
humanevalplus,early_max,1,7097,early_max,1.9595756530761719,3.0866525173187256,0.6378205128205128,0.8547596273981827,1.2054302437666677,0.05472636815920398,38,39,14,55,0.9039792418479919,0.42757558822631836,0.3211100101470947
humanevalplus,early_max,2,2969,early_max,1.8682677745819092,2.0344157218933105,0.5961538461538461,0.7779795645315875,1.0971506679291618,0.07462686567164178,11,39,0,55,0.6795269846916199,0.7336511611938477,0.5191497802734375
humanevalplus,early_max,3,4966,early_max,1.8245410919189453,2.5573673248291016,0.6025641025641025,0.777864469508083,1.096988354434476,0.06467661691542288,9,39,2,55,0.7531141638755798,0.6578893065452576,0.466256320476532
humanevalplus,early_max,4,8764,early_max,1.7906907796859741,0.9449436664581299,0.5793269230769231,0.7533999892490457,1.0624871643255773,0.1044776119402985,5,39,0,55,0.6961974501609802,0.7178494930267334,0.5076560378074646
humanevalplus,early_max,5,15167,early_max,1.78472101688385,1.9110997915267944,0.5512820512820513,0.7504061717408033,1.0582651139934405,0.07462686567164178,9,39,0,55,0.7113714814186096,0.7028163075447083,0.49697524309158325
humanevalplus,early_max,6,8564,early_max,1.7132301330566406,0.38781672716140747,0.5793269230769231,0.7507122507122507,1.058696763824969,0.09950248756218906,4,39,0,55,0.6929041147232056,0.7210299968719482,0.5099459886550903
humanevalplus,early_max,7,6030,early_max,1.6951309442520142,0.2899232506752014,0.5793269230769231,0.7507122507122507,1.058696763824969,0.13930348258706468,4,39,0,55,0.8698617219924927,0.49329525232315063,0.36187705397605896
humanevalplus,early_max,8,2228,early_max,1.694798469543457,1.8706583976745605,0.6081730769230769,0.8307122271513777,1.1715172434186096,0.1044776119402985,33,39,15,55,0.7974600195884705,0.6033715009689331,0.4307238459587097
humanevalplus,early_max,9,9149,early_max,1.6938368082046509,0.8312345147132874,0.6153846153846154,0.7751706713970864,1.0931894083805065,0.11442786069651742,8,39,2,55,0.7253570556640625,0.6883719563484192,0.4869193434715271
humanevalplus,early_max,10,11208,early_max,1.6719697713851929,0.41631361842155457,0.5544871794871795,0.7684232537113738,1.0836738193365527,0.10945273631840796,20,39,6,55,0.8292879462242126,0.558820903301239,0.40257716178894043
humanevalplus,mean,1,3612,mean,2.35174822807312,0.5588972568511963,0.7411858974358975,0.8917624803114729,1.2576137542854104,0.024875621890547265,29,39,4,55,0.9504075050354004,0.3110072910785675,0.24655434489250183
humanevalplus,mean,2,7097,mean,2.2878222465515137,1.6616997718811035,0.7347756410256411,0.8939368838460667,1.2606802208085557,0.01990049751243781,39,39,14,55,0.9039792418479919,0.42757558822631836,0.3211100101470947
humanevalplus,mean,3,10387,mean,2.057326078414917,0.5153867602348328,0.6971153846153846,0.8519707922781277,1.201497271161462,0.03980099502487562,26,39,7,55,0.6597174406051636,0.7515131831169128,0.5325233340263367
humanevalplus,mean,4,14404,mean,2.0169477462768555,0.02379923313856125,0.6009615384615384,0.7619698043334784,1.0745728009831106,0.04477611940298507,4,39,1,55,0.7622326612472534,0.6473035216331482,0.45923158526420593
humanevalplus,mean,5,4672,mean,1.910495638847351,0.06952090561389923,0.6378205128205128,0.7961482701748125,1.1227732015285816,0.06467661691542288,15,39,8,55,0.6412836313247681,0.7673032879829407,0.5447326302528381
humanevalplus,mean,6,3638,mean,1.8896578550338745,0.2651628255844116,0.6418269230769231,0.8002360962923968,1.1285380845149184,0.024875621890547265,12,39,1,55,0.6385089755058289,0.7696151733398438,0.5465534925460815
humanevalplus,mean,7,1700,mean,1.8855562210083008,0.22259220480918884,0.782051282051282,0.915266333818976,1.2907602143600945,0.04975124378109453,36,39,6,55,0.8058421611785889,0.5921303033828735,0.4235636293888092
