case_id,transition,category,aggregation,top_feature_id,pr_auc,roc_auc,normalized_pr_effect,effect_to_variability,p_maxT,difference_count
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p95,15888,0.500666980356521,0.5872200263504611,0.2222509936462176,4.330644075804105,1.0,990
codellama_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p99,11908,0.477086868598089,0.5931818181818181,0.1855231832103568,4.071265572050164,1.0,476
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p50,2523,0.4793239392263793,0.6788617886178862,0.3650291941785113,4.857781579261815,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p60,14397,0.4370627127511859,0.6917344173441734,0.3134911131112023,4.507579331243267,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p70,1805,0.4270846396460817,0.6104336043360433,0.3013227312757093,4.916298863898381,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p80,14635,0.4187302745514316,0.7032520325203252,0.2911344811602824,4.278088799194376,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p90,7535,0.4488927619410076,0.6849593495934959,0.3279180023670824,4.380324642262486,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p95,14635,0.442254004543425,0.6422764227642277,0.3198219567602743,4.441134739488814,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p99,2176,0.3686194063706793,0.6446476964769647,0.2300236663057065,3.314921370434773,1.0,145
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p50,15596,0.7808438606737582,0.8431372549019608,0.6773534615474773,6.199222975006794,0.3482587064676617,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p60,15596,0.7848017404959757,0.8562091503267973,0.6831803401746309,6.361770674181209,0.308457711442786,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p70,15596,0.7347382789508244,0.8300653594771242,0.6094757995664914,5.459514831315325,0.8656716417910447,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p80,11614,0.7407626470991524,0.803921568627451,0.6183450082293077,5.259063969129113,0.8009950248756219,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p90,10912,0.7126953353415896,0.7450980392156863,0.5770236881417846,4.471412985495668,0.965174129353234,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p95,15945,0.7270468482768451,0.8088235294117647,0.5981523044075774,5.525257141731435,0.9104477611940298,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p99,7993,0.788923812898872,0.8415032679738562,0.6892489467677838,5.235362551629909,0.2885572139303483,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p50,3214,0.4717270750274545,0.6646341463414634,0.3557647256432372,5.741016285856339,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p60,5688,0.4944806017713412,0.69579945799458,0.3835129289894404,6.083995310284485,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p70,5688,0.5105533962247424,0.714769647696477,0.4031138978350516,6.240307899890485,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p80,13637,0.5384445001007951,0.7859078590785907,0.4371274391473111,6.124719063651566,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p90,1076,0.512181935186321,0.7493224932249323,0.4050999209589281,5.805092136842087,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p95,1076,0.5398627744882035,0.7750677506775068,0.4388570420587848,6.349554138436083,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p99,1076,0.522610033545507,0.7838753387533876,0.4178171140798865,6.139163652792054,1.0,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p50,8946,0.7932065234387214,0.8398692810457516,0.6955540483958954,5.487053961177993,0.2587064676616915,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p60,3719,0.7718186394403433,0.8513071895424836,0.6640663302871721,5.773060352900039,0.4527363184079602,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p70,6806,0.7650804206864948,0.8513071895424836,0.6541461748995618,5.532279649352575,0.5422885572139303,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p80,3719,0.8120087428910958,0.8725490196078431,0.7232350937007799,6.531601215211972,0.1044776119402985,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p90,3719,0.7634963440008058,0.869281045751634,0.6518140620011863,5.385042392379866,0.582089552238806,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p95,9585,0.7220064436809385,0.7941176470588235,0.5907317087524927,5.349098329753056,0.9303482587064676,153
codellama_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p99,4187,0.7834495809119869,0.8366013071895425,0.6811896607870918,6.023994421909919,0.3134328358208955,153
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p50,5683,0.3384171384171384,0.6944818304172274,0.3357458751805992,25.731455094507467,1.0,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p60,5683,0.3399195718944934,0.7765814266487214,0.3372543750111603,23.880242454590284,1.0,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p70,11384,0.338738344988345,0.7276805742485419,0.3360683786827798,20.433059873101698,1.0,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p80,12590,0.3364945350067231,0.5069537909376401,0.3338155089031164,15.078167649120653,1.0,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p90,12494,0.3360028229484204,0.4454912516823687,0.3333218114663817,32.800759066530794,1.0,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p95,12494,0.3358562673494967,0.411395244504262,0.3331746641221057,35.26665787679488,1.0,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p99,6444,0.3396060906984442,0.696276357110812,0.336939628076769,21.8871837605975,1.0,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p50,4567,0.9884030862905256,0.8353658536585366,0.8101005380073574,3.799989550244133,0.0099502487562189,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p60,4567,0.9881743622967442,0.8335873983739838,0.8063551826091856,3.8155342211174186,0.0099502487562189,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p70,11883,0.989258856112246,0.8536585365853658,0.8241137688380293,3.701391508950873,0.0099502487562189,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p80,4815,0.9916052550171088,0.880589430894309,0.862536050905159,4.101975953231752,0.0049751243781094,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p90,14336,0.9886551214640285,0.8447662601626016,0.8142276139734641,3.8991621782448056,0.0099502487562189,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p95,13439,0.9903306511514413,0.8650914634146342,0.8416644126048487,3.602137595976178,0.0099502487562189,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p99,8994,0.991893516145236,0.8821138211382114,0.8672563268782398,3.702356334714292,0.0049751243781094,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p50,13382,0.3811907470610542,0.8640646029609691,0.378692190185123,52.08900394928576,1.0,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p60,6150,0.6718213058419243,0.9143113503813368,0.6704962236313264,18.375331159380185,0.9552238805970148,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p70,13382,0.6725838264299803,0.9255271422162404,0.6712618230373691,33.599550879785134,0.9552238805970148,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p80,13382,0.6724137931034483,0.9232839838492598,0.6710911031698148,35.554609838631464,0.9552238805970148,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p90,4730,0.6696340257171117,0.8501570210856887,0.6683001119582306,31.398093044815,0.9701492537313432,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p95,3503,0.6680143755615453,0.8326603858232391,0.6666739221654278,19.564500952094956,0.9850746268656716,19
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p99,8739,0.556908735528492,0.8337819650067295,0.5551196725494684,63.60250378556077,1.0,14
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p50,3569,0.9878964565042364,0.8358739837398373,0.8018044752568712,3.499979411794105,0.0199004975124378,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p60,560,0.986845966099189,0.821900406504065,0.7846026948742191,3.4427738590377333,0.044776119402985,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p70,560,0.9871591978297376,0.8196138211382114,0.789731864461955,3.489958420064463,0.0298507462686567,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p80,560,0.9863023454280118,0.8091971544715447,0.7757009063836926,3.4410951184581307,0.0746268656716417,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p90,9673,0.9806857709266076,0.7545731707317073,0.6837294989231991,2.9772876296783584,0.8955223880597015,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p95,9673,0.9795446875155418,0.7390752032520326,0.665044258066997,2.970255418622186,0.9850746268656716,1008
codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p99,6942,0.9753891252806528,0.7022357723577236,0.5969969264706914,3.0929406231766703,1.0,1008
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p50,552,1.0,1.0,1.0,6.733668471016582,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p60,1287,1.0,1.0,1.0,6.801623225829051,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p70,3988,1.0,1.0,1.0,6.791543031403339,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p80,14488,1.0,1.0,1.0,6.705019366572699,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p90,4092,1.0,1.0,1.0,6.701379802632417,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p95,1012,1.0,1.0,1.0,6.719290572507578,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p99,12119,1.0,1.0,1.0,6.999997403785627,1.0,15
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p50,15553,0.9614929575515926,0.9052631578947368,0.8639417833489605,4.1486824803976985,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p60,15553,0.9552957264048778,0.887719298245614,0.8420448999639016,4.0697632020657295,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p70,4635,0.9433181356914844,0.8719298245614036,0.7997240794432444,4.308656579287996,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p80,4635,0.9449003863879216,0.8701754385964913,0.8053146985706561,4.294334988369573,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p90,2280,0.9592857146983484,0.8947368421052632,0.8561428586008308,4.134242623016849,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p95,1609,0.9560189557922106,0.8912280701754386,0.844600310465811,4.144466834987976,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p99,7003,0.934626392590113,0.8280701754385965,0.7690132538183995,4.112042867944696,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p50,3010,1.0,1.0,1.0,6.7980269145291095,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p60,8485,1.0,1.0,1.0,6.799337225789902,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p70,8485,1.0,1.0,1.0,6.748588568769285,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p80,15312,1.0,1.0,1.0,6.717543537741422,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p90,10374,1.0,1.0,1.0,6.708287214262736,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p95,8191,1.0,1.0,1.0,6.999999973390784,1.0,5
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p99,2531,1.0,1.0,1.0,7.000000292758185,1.0,6
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p50,2742,0.9256813546592124,0.8192982456140351,0.7374074531292168,3.4490814695420884,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p60,2742,0.9200986242828524,0.8210526315789474,0.7176818057994122,3.3149700552431587,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p70,9559,0.9151595492658836,0.7929824561403509,0.7002304074061225,3.6824256723375,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p80,14730,0.9276329532289882,0.8210526315789474,0.7443031014090917,3.4908896107750964,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p90,2300,0.9015233077360176,0.7631578947368421,0.6520490206672623,3.206713276085168,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p95,9902,0.90703284464512,0.7666666666666667,0.6715160510794245,3.223854951634418,1.0,155
codellama_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p99,7713,0.8584905660377355,0.75,0.499999999999999,3.3516105339622966,1.0,57
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p50,14662,0.3420553067876011,0.5928929601927333,0.1456137419429994,6.230065209580775,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p60,8185,0.3467608414263711,0.5962966075580581,0.1517242010342447,6.39236074859683,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p70,8185,0.3539963233101977,0.6060173123791915,0.1611199699426903,6.730917892451656,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p80,8185,0.3570724703930445,0.6095470207580469,0.1651145576678595,6.962509271535589,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p90,15510,0.3431624662653809,0.5886068857326946,0.1470514643732451,6.75346397957471,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p95,15510,0.3468011531048097,0.5896714009580637,0.1517765485103357,6.77077846233258,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p99,12140,0.3708088748600118,0.6197439560747402,0.1829522199102403,7.737864151780671,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p50,13393,0.5127211568552669,0.6743221690590112,0.260222119952996,4.3559077101025645,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p60,13393,0.5071995569982968,0.6752791068580543,0.2518393274428687,4.2046093770711535,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p70,13393,0.4969638945425548,0.6558213716108453,0.2362997308055149,4.017218175562631,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p80,13393,0.4870902977625814,0.656140350877193,0.2213098156941008,3.781780913774071,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p90,13548,0.4938896081581222,0.6338118022328548,0.2316324051127855,4.014398360185491,1.0,580
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p95,7794,0.5301293503776919,0.6318181818181818,0.2866509228461322,4.619229268228029,1.0,659
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p99,11294,0.5361760600783188,0.6645933014354067,0.2958309275734475,4.723337830703275,1.0,761
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p50,15421,0.3763674527695143,0.6196739221783343,0.1901704141281013,7.331653208844049,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p60,15421,0.3775497822138081,0.6177830069753761,0.1917057499095462,7.476793277516919,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p70,11933,0.3465397959680595,0.6356556573381517,0.151437158363431,7.109205926897792,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p80,15421,0.3825272086874739,0.6261870745440793,0.1981692791749405,7.600756550328952,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p90,11933,0.3459629960752909,0.6140992240244278,0.1506881441877499,7.147169695189099,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p95,7988,0.3597216005435616,0.6162982883715719,0.1685546346526823,7.0229213472630345,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p99,11724,0.3595590552180298,0.6205423424937669,0.168343558411961,6.934340188536522,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p50,2704,0.5481993760906176,0.6491228070175439,0.314084507337574,4.833708098332619,0.9701492537313432,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p60,2704,0.5583603052600332,0.6644338118022328,0.329510645258414,5.039732121831748,0.9203980099502488,802
