transition,candidate_rank,benchmark,feature_id,aggregation,evidence_rank,task_id,base_text_score,finetuned_text_score,delta,base_text_tokens,finetuned_text_tokens
regression,9,humanevalplus,14895,max,6,HumanEval/70,0.0,0.0,0.0,141,35
regression,9,humanevalplus,14895,max,7,HumanEval/127,0.0,0.0,0.0,198,184
regression,10,bigcodebench,9716,max,1,BigCodeBench/1130,0.0,33.52545928955078,33.52545928955078,163,277
regression,10,bigcodebench,9716,max,2,BigCodeBench/781,3.6725363731384277,34.170448303222656,30.49791193008423,124,104
regression,10,bigcodebench,9716,max,3,BigCodeBench/953,1.571189284324646,32.02529525756836,30.454105973243713,360,513
regression,10,bigcodebench,9716,max,4,BigCodeBench/487,1.458308458328247,31.692827224731445,30.2345187664032,301,339
regression,10,bigcodebench,9716,max,5,BigCodeBench/67,3.331495761871338,33.46117401123047,30.12967824935913,512,145
regression,10,bigcodebench,9716,max,6,BigCodeBench/713,2.7344658374786377,32.304283142089844,29.569817304611206,245,174
regression,10,bigcodebench,9716,max,7,BigCodeBench/216,2.20174503326416,31.710208892822266,29.508463859558105,207,317
regression,10,bigcodebench,9716,max,8,BigCodeBench/756,3.873833417892456,29.24281883239746,25.368985414505005,173,513
regression,10,bigcodebench,9716,max,9,BigCodeBench/891,7.233096122741699,32.30108642578125,25.06799030303955,178,210
regression,10,bigcodebench,9716,max,10,BigCodeBench/1017,9.42074203491211,32.66534423828125,23.24460220336914,261,347
regression,11,bigcodebench,14818,max,1,BigCodeBench/623,0.0,39.44252014160156,39.44252014160156,142,237
regression,11,bigcodebench,14818,max,2,BigCodeBench/180,0.0,39.08503723144531,39.08503723144531,241,407
regression,11,bigcodebench,14818,max,3,BigCodeBench/1062,0.0,38.15764236450195,38.15764236450195,126,513
regression,11,bigcodebench,14818,max,4,BigCodeBench/908,0.0,38.11417007446289,38.11417007446289,286,362
regression,11,bigcodebench,14818,max,5,BigCodeBench/476,0.0,37.02030944824219,37.02030944824219,180,513
regression,11,bigcodebench,14818,max,6,BigCodeBench/179,0.0,36.40971374511719,36.40971374511719,362,513
regression,11,bigcodebench,14818,max,7,BigCodeBench/1010,2.3912651538848877,38.03900146484375,35.64773631095886,110,513
regression,11,bigcodebench,14818,max,8,BigCodeBench/953,4.695535659790039,37.854061126708984,33.158525466918945,360,513
regression,11,bigcodebench,14818,max,9,BigCodeBench/259,0.0,30.047956466674805,30.047956466674805,206,513
regression,11,bigcodebench,14818,max,10,BigCodeBench/57,0.0,30.012351989746094,30.012351989746094,115,513
regression,12,bigcodebench,15246,max,1,BigCodeBench/1010,3.259998321533203,34.23451232910156,30.97451400756836,110,513
regression,12,bigcodebench,15246,max,2,BigCodeBench/756,0.0,19.709007263183594,19.709007263183594,173,513
regression,12,bigcodebench,15246,max,3,BigCodeBench/953,0.0,19.452585220336914,19.452585220336914,360,513
regression,12,bigcodebench,15246,max,4,BigCodeBench/216,1.8982211351394653,19.420717239379883,17.522496104240417,207,317
regression,12,bigcodebench,15246,max,5,BigCodeBench/1017,0.0,17.15578269958496,17.15578269958496,261,347
regression,12,bigcodebench,15246,max,6,BigCodeBench/781,0.0,16.5103816986084,16.5103816986084,124,104
regression,12,bigcodebench,15246,max,7,BigCodeBench/891,0.0,15.735840797424316,15.735840797424316,178,210
regression,12,bigcodebench,15246,max,8,BigCodeBench/713,1.4747591018676758,15.106884956359863,13.632125854492188,245,174
regression,12,bigcodebench,15246,max,9,BigCodeBench/1011,0.0,12.286338806152344,12.286338806152344,240,513
regression,12,bigcodebench,15246,max,10,BigCodeBench/487,0.0,9.164067268371582,9.164067268371582,301,339
regression,13,bigcodebench,2449,max,1,BigCodeBench/175,2.297485828399658,25.938400268554688,23.64091444015503,349,512
regression,13,bigcodebench,2449,max,2,BigCodeBench/355,0.0,23.08941650390625,23.08941650390625,215,513
regression,13,bigcodebench,2449,max,3,BigCodeBench/179,1.9996814727783203,24.723201751708984,22.723520278930664,362,513
regression,13,bigcodebench,2449,max,4,BigCodeBench/259,2.1632421016693115,24.788433074951172,22.62519097328186,206,513
regression,13,bigcodebench,2449,max,5,BigCodeBench/1047,0.0,21.729007720947266,21.729007720947266,97,136
regression,13,bigcodebench,2449,max,6,BigCodeBench/1032,3.7273306846618652,24.676979064941406,20.94964838027954,195,513
regression,13,bigcodebench,2449,max,7,BigCodeBench/1134,0.0,20.30341339111328,20.30341339111328,273,322
regression,13,bigcodebench,2449,max,8,BigCodeBench/409,0.0,20.04941177368164,20.04941177368164,250,513
regression,13,bigcodebench,2449,max,9,BigCodeBench/1010,1.6935628652572632,21.700626373291016,20.007063508033752,110,513
regression,13,bigcodebench,2449,max,10,BigCodeBench/337,2.210581064224243,21.9989013671875,19.788320302963257,322,513
regression,14,humanevalplus,596,max,1,HumanEval/39,2.56500506401062,21.32196617126465,18.75696110725403,196,108
regression,14,humanevalplus,596,max,2,HumanEval/82,13.519472122192383,20.78245735168457,7.2629852294921875,104,47
regression,14,humanevalplus,596,max,3,HumanEval/76,13.153708457946777,20.324066162109375,7.170357704162598,40,41
regression,14,humanevalplus,596,max,4,HumanEval/18,15.635699272155762,21.878665924072266,6.242966651916504,99,64
regression,14,humanevalplus,596,max,5,HumanEval/49,19.445070266723633,19.08987808227539,-0.3551921844482422,11,46
regression,14,humanevalplus,596,max,6,HumanEval/127,17.663301467895508,14.758403778076172,-2.904897689819336,198,184
regression,14,humanevalplus,596,max,7,HumanEval/70,20.542964935302734,15.652313232421875,-4.890651702880859,141,35
regression,15,bigcodebench,10967,early_max,1,BigCodeBench/1062,2.287531852722168,9.065974235534668,6.7784423828125,126,513
regression,15,bigcodebench,10967,early_max,2,BigCodeBench/487,2.2030351161956787,7.97417688369751,5.771141767501831,301,339
regression,15,bigcodebench,10967,early_max,3,BigCodeBench/133,2.224788188934326,7.391525745391846,5.1667375564575195,233,285
regression,15,bigcodebench,10967,early_max,4,BigCodeBench/1010,1.161025047302246,5.835456371307373,4.674431324005127,110,513
regression,15,bigcodebench,10967,early_max,5,BigCodeBench/756,2.8768696784973145,7.3513288497924805,4.474459171295166,173,513
regression,15,bigcodebench,10967,early_max,6,BigCodeBench/1017,1.4732307195663452,5.875631809234619,4.402401089668274,261,347
regression,15,bigcodebench,10967,early_max,7,BigCodeBench/138,1.5154085159301758,5.591955184936523,4.076546669006348,160,512
regression,15,bigcodebench,10967,early_max,8,BigCodeBench/175,7.350767135620117,11.413022994995117,4.062255859375,349,512
regression,15,bigcodebench,10967,early_max,9,BigCodeBench/180,5.594937324523926,9.44167423248291,3.8467369079589844,241,407
regression,15,bigcodebench,10967,early_max,10,BigCodeBench/179,6.5916948318481445,10.217850685119629,3.6261558532714844,362,513
regression,16,bigcodebench,15218,early_max,1,BigCodeBench/486,0.0,41.919010162353516,41.919010162353516,341,513
regression,16,bigcodebench,15218,early_max,2,BigCodeBench/983,0.0,32.71087646484375,32.71087646484375,88,166
regression,16,bigcodebench,15218,early_max,3,BigCodeBench/259,0.0,29.2488956451416,29.2488956451416,206,513
regression,16,bigcodebench,15218,early_max,4,BigCodeBench/337,2.0819764137268066,31.20698356628418,29.125007152557373,322,513
regression,16,bigcodebench,15218,early_max,5,BigCodeBench/476,0.0,29.12449836730957,29.12449836730957,180,513
regression,16,bigcodebench,15218,early_max,6,BigCodeBench/622,1.6603262424468994,30.728561401367188,29.068235158920288,252,504
regression,16,bigcodebench,15218,early_max,7,BigCodeBench/953,9.00676155090332,37.08550262451172,28.0787410736084,360,513
regression,16,bigcodebench,15218,early_max,8,BigCodeBench/1048,2.690186023712158,28.915130615234375,26.224944591522217,260,513
regression,16,bigcodebench,15218,early_max,9,BigCodeBench/180,0.0,25.247291564941406,25.247291564941406,241,407
regression,16,bigcodebench,15218,early_max,10,BigCodeBench/115,10.421284675598145,24.603097915649414,14.18181324005127,119,154
regression,17,bigcodebench,11381,max,1,BigCodeBench/1017,0.0,37.300533294677734,37.300533294677734,261,347
regression,17,bigcodebench,11381,max,2,BigCodeBench/891,0.0,36.48799514770508,36.48799514770508,178,210
regression,17,bigcodebench,11381,max,3,BigCodeBench/953,0.0,34.004600524902344,34.004600524902344,360,513
regression,17,bigcodebench,11381,max,4,BigCodeBench/781,2.3660707473754883,36.0367431640625,33.67067241668701,124,104
regression,17,bigcodebench,11381,max,5,BigCodeBench/713,3.1529042720794678,36.67033767700195,33.517433404922485,245,174
regression,17,bigcodebench,11381,max,6,BigCodeBench/1130,1.736534595489502,35.067832946777344,33.33129835128784,163,277
regression,17,bigcodebench,11381,max,7,BigCodeBench/756,0.0,30.945552825927734,30.945552825927734,173,513
regression,17,bigcodebench,11381,max,8,BigCodeBench/216,0.976611316204071,29.656423568725586,28.679812252521515,207,317
regression,17,bigcodebench,11381,max,9,BigCodeBench/1010,9.625564575195312,37.28011703491211,27.654552459716797,110,513
regression,17,bigcodebench,11381,max,10,BigCodeBench/1011,0.0,22.783645629882812,22.783645629882812,240,513
regression,18,bigcodebench,13871,max,1,BigCodeBench/622,15.63794994354248,31.945884704589844,16.307934761047363,252,504
regression,18,bigcodebench,13871,max,2,BigCodeBench/152,5.666252136230469,18.79739761352539,13.131145477294922,167,165
regression,18,bigcodebench,13871,max,3,BigCodeBench/476,15.322654724121094,28.093143463134766,12.770488739013672,180,513
regression,18,bigcodebench,13871,max,4,BigCodeBench/926,3.075258731842041,13.982993125915527,10.907734394073486,145,155
regression,18,bigcodebench,13871,max,5,BigCodeBench/259,4.814310073852539,13.021232604980469,8.20692253112793,206,513
regression,18,bigcodebench,13871,max,6,BigCodeBench/337,7.08922004699707,13.094902038574219,6.005681991577148,322,513
regression,18,bigcodebench,13871,max,7,BigCodeBench/862,1.9584872722625732,7.436629295349121,5.478142023086548,64,93
regression,18,bigcodebench,13871,max,8,BigCodeBench/607,0.0,4.435451507568359,4.435451507568359,148,297
regression,18,bigcodebench,13871,max,9,BigCodeBench/827,2.141732931137085,6.54719352722168,4.405460596084595,51,113
regression,18,bigcodebench,13871,max,10,BigCodeBench/180,4.307687759399414,8.436220169067383,4.128532409667969,241,407
regression,19,bigcodebench,1196,max,1,BigCodeBench/486,2.1956381797790527,30.755374908447266,28.559736728668213,341,513
regression,19,bigcodebench,1196,max,2,BigCodeBench/138,2.604063034057617,28.89741325378418,26.293350219726562,160,512
regression,19,bigcodebench,1196,max,3,BigCodeBench/180,0.9550991058349609,27.19696044921875,26.24186134338379,241,407
regression,19,bigcodebench,1196,max,4,BigCodeBench/1032,2.7118442058563232,28.69464874267578,25.982804536819458,195,513
regression,19,bigcodebench,1196,max,5,BigCodeBench/337,2.165562868118286,25.590335845947266,23.42477297782898,322,513
regression,19,bigcodebench,1196,max,6,BigCodeBench/756,0.0,22.619415283203125,22.619415283203125,173,513
regression,19,bigcodebench,1196,max,7,BigCodeBench/953,1.7406079769134521,24.013225555419922,22.27261757850647,360,513
regression,19,bigcodebench,1196,max,8,BigCodeBench/179,2.230684280395508,24.416038513183594,22.185354232788086,362,513
regression,19,bigcodebench,1196,max,9,BigCodeBench/908,3.5783376693725586,25.396785736083984,21.818448066711426,286,362
regression,19,bigcodebench,1196,max,10,BigCodeBench/259,2.0134661197662354,22.69468879699707,20.681222677230835,206,513
regression,20,bigcodebench,5685,max,1,BigCodeBench/355,2.372781991958618,25.076303482055664,22.703521490097046,215,513
regression,20,bigcodebench,5685,max,2,BigCodeBench/756,0.0,19.681396484375,19.681396484375,173,513
regression,20,bigcodebench,5685,max,3,BigCodeBench/409,0.0,15.896982192993164,15.896982192993164,250,513
regression,20,bigcodebench,5685,max,4,BigCodeBench/133,0.0,15.550946235656738,15.550946235656738,233,285
regression,20,bigcodebench,5685,max,5,BigCodeBench/470,0.0,15.280519485473633,15.280519485473633,193,194
regression,20,bigcodebench,5685,max,6,BigCodeBench/486,0.0,14.930140495300293,14.930140495300293,341,513
regression,20,bigcodebench,5685,max,7,BigCodeBench/622,0.0,14.631816864013672,14.631816864013672,252,504
regression,20,bigcodebench,5685,max,8,BigCodeBench/1047,0.0,13.692695617675781,13.692695617675781,97,136
regression,20,bigcodebench,5685,max,9,BigCodeBench/337,2.0820536613464355,15.504341125488281,13.422287464141846,322,513
regression,20,bigcodebench,5685,max,10,BigCodeBench/512,0.0,11.50552749633789,11.50552749633789,282,311
regression,21,bigcodebench,1304,max,1,BigCodeBench/337,3.2883613109588623,40.14947509765625,36.86111378669739,322,513
regression,21,bigcodebench,1304,max,2,BigCodeBench/133,0.0,36.011817932128906,36.011817932128906,233,285
regression,21,bigcodebench,1304,max,3,BigCodeBench/58,1.294397234916687,37.00149154663086,35.70709431171417,246,334
regression,21,bigcodebench,1304,max,4,BigCodeBench/138,2.325606346130371,37.37382125854492,35.04821491241455,160,512
regression,21,bigcodebench,1304,max,5,BigCodeBench/259,0.0,34.845062255859375,34.845062255859375,206,513
regression,21,bigcodebench,1304,max,6,BigCodeBench/486,0.0,32.913978576660156,32.913978576660156,341,513
regression,21,bigcodebench,1304,max,7,BigCodeBench/57,1.248638391494751,34.14753723144531,32.89889883995056,115,513
regression,21,bigcodebench,1304,max,8,BigCodeBench/622,1.3166656494140625,33.35511016845703,32.03844451904297,252,504
regression,21,bigcodebench,1304,max,9,BigCodeBench/175,2.3091249465942383,31.992141723632812,29.683016777038574,349,512
regression,21,bigcodebench,1304,max,10,BigCodeBench/399,1.6909081935882568,30.95627212524414,29.265363931655884,201,513
regression,22,bigcodebench,14089,max,1,BigCodeBench/486,0.0,41.4647216796875,41.4647216796875,341,513
regression,22,bigcodebench,14089,max,2,BigCodeBench/781,0.0,39.659088134765625,39.659088134765625,124,104
regression,22,bigcodebench,14089,max,3,BigCodeBench/1017,4.494308948516846,40.98846435546875,36.494155406951904,261,347
regression,22,bigcodebench,14089,max,4,BigCodeBench/487,6.56331729888916,39.797027587890625,33.233710289001465,301,339
regression,22,bigcodebench,14089,max,5,BigCodeBench/1011,4.863178253173828,37.73509979248047,32.87192153930664,240,513
regression,22,bigcodebench,14089,max,6,BigCodeBench/891,5.378791332244873,38.20219421386719,32.823402881622314,178,210
regression,22,bigcodebench,14089,max,7,BigCodeBench/1010,7.28078031539917,39.8304557800293,32.54967546463013,110,513
regression,22,bigcodebench,14089,max,8,BigCodeBench/713,10.134105682373047,40.301143646240234,30.167037963867188,245,174
regression,22,bigcodebench,14089,max,9,BigCodeBench/355,10.372162818908691,38.372196197509766,28.000033378601074,215,513
regression,22,bigcodebench,14089,max,10,BigCodeBench/1134,9.450380325317383,35.38630294799805,25.935922622680664,273,322
regression,23,bigcodebench,5572,max,1,BigCodeBench/623,0.0,22.679189682006836,22.679189682006836,142,237
regression,23,bigcodebench,5572,max,2,BigCodeBench/953,0.0,22.470272064208984,22.470272064208984,360,513
regression,23,bigcodebench,5572,max,3,BigCodeBench/180,1.1508939266204834,23.26235580444336,22.111461877822876,241,407
regression,23,bigcodebench,5572,max,4,BigCodeBench/240,0.0,20.657752990722656,20.657752990722656,71,513
regression,23,bigcodebench,5572,max,5,BigCodeBench/1011,1.085931420326233,21.611244201660156,20.525312781333923,240,513
regression,23,bigcodebench,5572,max,6,BigCodeBench/259,0.9366649985313416,20.95278549194336,20.016120493412018,206,513
regression,23,bigcodebench,5572,max,7,BigCodeBench/908,1.6072499752044678,21.514644622802734,19.907394647598267,286,362
regression,23,bigcodebench,5572,max,8,BigCodeBench/1062,0.0,19.816720962524414,19.816720962524414,126,513
regression,23,bigcodebench,5572,max,9,BigCodeBench/1048,3.5339486598968506,22.95975112915039,19.42580246925354,260,513
regression,23,bigcodebench,5572,max,10,BigCodeBench/134,4.881446838378906,24.25855827331543,19.377111434936523,152,232
regression,24,bigcodebench,2581,max,1,BigCodeBench/337,0.0,51.721187591552734,51.721187591552734,322,513
regression,24,bigcodebench,2581,max,2,BigCodeBench/470,1.2049612998962402,51.656944274902344,50.4519829750061,193,194
regression,24,bigcodebench,2581,max,3,BigCodeBench/133,1.4808762073516846,51.792396545410156,50.31152033805847,233,285
regression,24,bigcodebench,2581,max,4,BigCodeBench/138,0.0,49.618370056152344,49.618370056152344,160,512
regression,24,bigcodebench,2581,max,5,BigCodeBench/418,2.332211971282959,51.72423553466797,49.39202356338501,509,490
regression,24,bigcodebench,2581,max,6,BigCodeBench/486,0.0,49.291534423828125,49.291534423828125,341,513
regression,24,bigcodebench,2581,max,7,BigCodeBench/622,2.0046329498291016,49.58863830566406,47.58400535583496,252,504
regression,24,bigcodebench,2581,max,8,BigCodeBench/1047,0.0,43.983734130859375,43.983734130859375,97,136
regression,24,bigcodebench,2581,max,9,BigCodeBench/1032,0.0,39.502418518066406,39.502418518066406,195,513
regression,24,bigcodebench,2581,max,10,BigCodeBench/175,2.55067777633667,41.034996032714844,38.484318256378174,349,512
regression,25,humanevalplus,7406,max,1,HumanEval/39,0.0,37.2061653137207,37.2061653137207,196,108
regression,25,humanevalplus,7406,max,2,HumanEval/18,7.320194721221924,35.423095703125,28.102900981903076,99,64
regression,25,humanevalplus,7406,max,3,HumanEval/82,0.0,24.509443283081055,24.509443283081055,104,47
regression,25,humanevalplus,7406,max,4,HumanEval/49,0.0,3.244499683380127,3.244499683380127,11,46
regression,25,humanevalplus,7406,max,5,HumanEval/127,23.054155349731445,23.947105407714844,0.8929500579833984,198,184
regression,25,humanevalplus,7406,max,6,HumanEval/70,3.4182209968566895,1.548380970954895,-1.8698400259017944,141,35
regression,25,humanevalplus,7406,max,7,HumanEval/76,4.431544780731201,0.0,-4.431544780731201,40,41
improvement,1,humanevalplus,4833,early_max,1,HumanEval/69,3.2281556129455566,40.34172821044922,37.11357259750366,513,105
improvement,1,humanevalplus,4833,early_max,2,HumanEval/128,2.512766122817993,29.683624267578125,27.170858144760132,91,104
improvement,1,humanevalplus,4833,early_max,3,HumanEval/61,0.0,22.568754196166992,22.568754196166992,67,69
improvement,1,humanevalplus,4833,early_max,4,HumanEval/153,11.352267265319824,32.661582946777344,21.30931568145752,111,104
improvement,1,humanevalplus,4833,early_max,5,HumanEval/113,2.010578155517578,22.127174377441406,20.116596221923828,65,82
improvement,1,humanevalplus,4833,early_max,6,HumanEval/86,0.0,19.469654083251953,19.469654083251953,23,60
improvement,1,humanevalplus,4833,early_max,7,HumanEval/136,1.851588487625122,20.900251388549805,19.048662900924683,202,119
improvement,1,humanevalplus,4833,early_max,8,HumanEval/26,0.0,18.27042007446289,18.27042007446289,10,45
improvement,1,humanevalplus,4833,early_max,9,HumanEval/96,0.0,18.17668914794922,18.17668914794922,36,75
improvement,1,humanevalplus,4833,early_max,10,HumanEval/123,0.0,17.58109474182129,17.58109474182129,12,102
improvement,2,humanevalplus,433,early_max,1,HumanEval/1,0.0,17.44475746154785,17.44475746154785,11,219
improvement,2,humanevalplus,433,early_max,2,HumanEval/111,0.0,13.650808334350586,13.650808334350586,513,327
improvement,2,humanevalplus,433,early_max,3,HumanEval/85,0.0,10.90481948852539,10.90481948852539,12,115
improvement,2,humanevalplus,433,early_max,4,HumanEval/86,0.0,10.735302925109863,10.735302925109863,23,60
improvement,2,humanevalplus,433,early_max,5,HumanEval/87,0.0,9.797880172729492,9.797880172729492,35,75
improvement,2,humanevalplus,433,early_max,6,HumanEval/78,0.0,8.834883689880371,8.834883689880371,40,96
improvement,2,humanevalplus,433,early_max,7,HumanEval/117,0.0,7.234282493591309,7.234282493591309,10,98
improvement,2,humanevalplus,433,early_max,8,HumanEval/113,0.0,6.676651477813721,6.676651477813721,65,82
improvement,2,humanevalplus,433,early_max,9,HumanEval/6,0.0,6.645938396453857,6.645938396453857,32,93
improvement,2,humanevalplus,433,early_max,10,HumanEval/69,2.9491376876831055,9.584657669067383,6.635519981384277,513,105
