source_model,feature_id,aggregation,pr_auc,failure_prevalence,normalized_pr_effect,effect_to_variability,null_mean,null_sd,p_maxT_across_features_and_aggregations,pass_mean_score,fail_mean_score,activation_support,mean_active_fraction,task_activation_entropy,decoder_base_norm,decoder_merged_norm,decoder_base_specificity,base_contribution_mean,merged_contribution_mean,first_p95_position_mean,first_quarter_activation_mean,second_quarter_activation_mean
deepseek_base,11202,max,0.7663302690526805,0.6118421052631579,0.3980034050170753,3.6820932221526617,0.6258987784385681,0.03813902661204338,0.4925373134328358,1.373390793800354,1.647539734840393,151,0.8631595969200134,0.8630731442306647,0.705216109752655,0.7089928388595581,0.4986647367477417,0.41364708849850573,0.130359421848312,0.30732908844947815,0.6334112286567688,0.6160740852355957
deepseek_base,15453,p99,0.765325666934147,0.6118421052631579,0.3954152775252603,3.753297261383013,0.620917797088623,0.03847488760948181,0.5124378109452736,1.1730928421020508,1.6103335618972778,148,0.8012892007827759,0.8430151165495239,0.7892670035362244,0.6140488982200623,0.5624300241470337,0.325013171396604,0.09824010478966559,0.2730083167552948,0.585365891456604,0.555382251739502
deepseek_base,9573,p99,0.7620604138960054,0.6118421052631579,0.3870031002066581,3.3633945945816204,0.6258417367935181,0.04050034284591675,0.6019900497512438,2.0944581031799316,2.3731541633605957,149,0.9014073610305786,0.8388993979088828,0.714005708694458,0.7001404762268066,0.5049023628234863,0.7160370431506218,0.4319774321762251,0.2582740783691406,1.1846717596054077,1.0756418704986572
deepseek_base,12133,mean,0.7617293948378562,0.6118421052631579,0.38615030534498546,3.2882216403949487,0.6252787113189697,0.04149680957198143,0.6069651741293532,0.864901602268219,1.0596048831939697,152,0.8908265829086304,0.8726049332645608,0.7234438061714172,0.6903829574584961,0.5116919875144958,0.5132808120700111,0.31969540095234855,0.29748865962028503,1.0416388511657715,1.0064948797225952
deepseek_base,8785,p95,0.761538978736228,0.6118421052631579,0.38565974182892643,3.7630954973180133,0.6263121366500854,0.03593501076102257,0.6268656716417911,1.7375473976135254,1.968457579612732,151,0.9237009286880493,0.8324135734685036,0.7142019867897034,0.6999394297599792,0.5050428509712219,0.7967942167220002,0.2460045591552602,0.3275773823261261,1.030068278312683,0.9853422045707703
deepseek_base,12975,p95,0.7611096312864499,0.6118421052631579,0.3845536263650914,3.576757117185564,0.6222055554389954,0.038835249841213226,0.6318407960199005,1.6060658693313599,1.8051438331604004,151,0.9291305541992188,0.8521816357886982,0.7065351605415344,0.7076772451400757,0.49959617853164673,0.7192907700090544,0.1687393756081515,0.37277430295944214,0.9631451964378357,0.9424325823783875
deepseek_base,15509,max,0.7592787712319979,0.6118421052631579,0.37983683436040155,3.5232976762099995,0.6207684874534607,0.03931267932057381,0.681592039800995,1.9177457094192505,2.585299015045166,151,0.8696405291557312,0.87343236228154,0.7063610553741455,0.7078515887260437,0.4994730055332184,0.3453417239437734,0.33760968313215406,0.29593923687934875,0.9302646517753601,1.0410127639770508
deepseek_base,10723,mean,0.7587975283615874,0.6118421052631579,0.37859702221968294,3.4120693947157967,0.625769317150116,0.03898756206035614,0.681592039800995,0.83504718542099,1.0033023357391357,152,0.895438015460968,0.8166458421278456,0.7113734483718872,0.7028138041496277,0.5030263662338257,0.7263433208176638,0.23542674618699477,0.3581297993659973,0.8742079734802246,0.9584768414497375
deepseek_base,13607,max,0.7585107840452618,0.6118421052631579,0.3778582910996577,3.4542804770292825,0.6219979524612427,0.039519891142845154,0.6865671641791045,1.7090179920196533,2.0196473598480225,152,0.8969371318817139,0.8354256579566531,0.698822557926178,0.7152957916259766,0.4941754639148712,0.7104613107616339,0.09691367790952532,0.30473509430885315,0.8021784424781799,0.8526889681816101
deepseek_base,5141,max,0.7575895416642893,0.6118421052631579,0.37548492089783003,3.52656172689419,0.6221023201942444,0.03841906413435936,0.6965174129353234,1.8655155897140503,2.205026865005493,149,0.8537371754646301,0.8333565058769877,0.7085604071617126,0.7056505084037781,0.501028835773468,0.5803859837828799,0.30097888385798266,0.32767170667648315,0.8338615894317627,0.8714370727539062
deepseek_base,9297,mean,0.7569554772563648,0.6118421052631579,0.3738513990333467,3.6093636771340782,0.6245054006576538,0.03669629991054535,0.7164179104477612,0.9136918783187866,1.1311393976211548,151,0.9083809852600098,0.8559620144623101,0.7101913094520569,0.7040085792541504,0.5021859407424927,0.689562004656931,0.2900158461340117,0.2822378873825073,1.0839236974716187,1.0605779886245728
deepseek_base,2227,mean,0.7563524437994269,0.6118421052631579,0.37229782131377787,3.5664943547752936,0.6225240230560303,0.0375237874686718,0.736318407960199,0.7297859191894531,0.9530569911003113,151,0.8759166598320007,0.8251862848618315,0.7204824090003967,0.693472683429718,0.5095511078834534,0.698236603282637,0.15784502422501065,0.23703493177890778,0.9746368527412415,0.8981051445007324
deepseek_base,5218,max,0.7556424986299718,0.6118421052631579,0.3704688100297579,3.6571701213239334,0.6189123392105103,0.03738689050078392,0.7512437810945274,1.795541763305664,2.077425718307495,152,0.9243348836898804,0.843911543057915,0.6969320774078369,0.7171369791030884,0.4928557574748993,0.6782527025166254,0.1367677266327696,0.3459405303001404,0.8049094676971436,0.8283900618553162
deepseek_base,8991,mean,0.754387614591699,0.6118421052631579,0.3672358884396314,3.4616504589648156,0.6220340728759766,0.03823423385620117,0.7761194029850746,0.7104001045227051,0.89393550157547,152,0.8736519813537598,0.8531305471969493,0.7223284840583801,0.6915504932403564,0.5108842849731445,0.5156948480765727,0.15672463337638007,0.3208012580871582,0.8366366624832153,0.7964074611663818
deepseek_base,5754,active_fraction,0.7537866328221665,0.6118421052631579,0.3656875964232087,3.8602665923242645,0.6185103058815002,0.03504325449466705,0.7910447761194029,0.7164410948753357,0.7718263864517212,149,0.7503281831741333,0.8286916470040254,0.7201411724090576,0.6938268542289734,0.5093051195144653,0.1316470855879083,0.22558291136746336,0.36243993043899536,0.39279115200042725,0.44451904296875
deepseek_base,11490,max,0.7537844259796254,0.6118421052631579,0.36568191099835695,3.2696661682014114,0.6242491006851196,0.039617300033569336,0.7910447761194029,1.7994245290756226,2.068734884262085,151,0.8973550200462341,0.8529105399635599,0.7074500322341919,0.7067628502845764,0.5002429485321045,0.698651955873282,0.15168969490116468,0.3468666970729828,0.8789566159248352,0.8552031517028809
deepseek_base,987,max,0.7537510539259529,0.6118421052631579,0.36559593553804814,2.9938300441087335,0.6287916302680969,0.04173894226551056,0.7960199004975125,2.4212002754211426,2.66884708404541,152,0.9417191743850708,0.8744206390243787,0.7170686721801758,0.6970027089118958,0.5070950984954834,0.764114961674715,0.26915568141669016,0.3425979018211365,1.227298378944397,1.1292141675949097
deepseek_base,16083,max,0.7529559264675801,0.6118421052631579,0.3635474715774947,5.124490457456685,0.6193148493766785,0.026078877970576286,0.8009950248756219,0.07463797181844711,0.68497633934021,48,0.07745490223169327,0.6401479145289963,0.8404033184051514,0.5419607162475586,0.6079464554786682,-1.2043486471096871,-0.8149044926606748,0.2201831340789795,0.15426824986934662,0.15422379970550537
deepseek_base,5966,max,0.7531321753544713,0.6118421052631579,0.36400153650643463,3.5704780438911885,0.6198291182518005,0.037334781140089035,0.8009950248756219,1.5580264329910278,1.8349835872650146,149,0.8256692290306091,0.8395570850263612,0.7022336721420288,0.711946427822113,0.49656596779823303,0.4627133054221117,0.16504830723969638,0.3429228365421295,0.5867828726768494,0.6242285370826721
deepseek_base,666,active_fraction,0.7508886248680379,0.6118421052631579,0.3582215420329112,3.7832826831891677,0.6194337606430054,0.034746237099170685,0.8407960199004975,0.8659940361976624,0.9150248169898987,151,0.8959930539131165,0.8194476691475285,0.7099292874336243,0.7042732834815979,0.5019997358322144,0.6865778318570718,0.2165095057337447,0.3287782371044159,0.8715347647666931,0.8997483253479004
deepseek_base,11700,max,0.7500991505358449,0.6118421052631579,0.35618764205844783,3.423865097435605,0.6204818487167358,0.0378570482134819,0.8557213930348259,2.0522878170013428,2.4373772144317627,150,0.8949553966522217,0.839957054569372,0.7227422595024109,0.6911179423332214,0.5111836791038513,0.7225575718499958,0.3078980616009827,0.37482893466949463,0.9957911968231201,1.0074859857559204
deepseek_base,12784,max,0.74890077746353,0.6118421052631579,0.3531003080416367,3.418544417900226,0.6214783191680908,0.037273868918418884,0.8706467661691543,1.5007119178771973,1.6657496690750122,152,0.8810659646987915,0.8503022421026155,0.7004795074462891,0.7136725187301636,0.4953353703022003,0.49705558136329253,0.10009950244032548,0.3344578742980957,0.6270605325698853,0.6383926272392273
deepseek_base,13153,max,0.7479739307555021,0.6118421052631579,0.35071249957349704,3.4679653285876486,0.621489942073822,0.03647210821509361,0.8756218905472637,1.6503328084945679,1.87821364402771,151,0.8791202902793884,0.8560227115443658,0.6991079449653625,0.7150163054466248,0.49437519907951355,0.4965264754594772,0.1273421259843821,0.36927735805511475,0.6820020079612732,0.7272544503211975
deepseek_base,14973,p95,0.7484288335166356,0.6118421052631579,0.3518844524496375,3.1384942948995707,0.6253973245620728,0.03920085355639458,0.8756218905472637,1.4044520854949951,1.57693612575531,151,0.913661777973175,0.8192547206799412,0.7113497257232666,0.7028382420539856,0.5030093193054199,0.7723179080139166,0.0788573322810306,0.3764876425266266,0.7260810732841492,0.8693971037864685
deepseek_base,14521,mean,0.7482504460420721,0.6118421052631579,0.35142487793889776,3.1375389578234842,0.626028299331665,0.038954734802246094,0.8756218905472637,0.6755906343460083,0.8274926543235779,151,0.8341455459594727,0.8614712859913317,0.7021533846855164,0.7120258808135986,0.4965094327926636,0.28435359464335025,0.3358550236436108,0.2677029073238373,0.7886097431182861,0.7870713472366333
deepseek_base,16365,p95,0.7486290038450734,0.6118421052631579,0.3524001454991721,3.131653336727293,0.6243621706962585,0.03968097269535065,0.8756218905472637,2.118983268737793,2.303588628768921,151,0.9112542867660522,0.8667484706675653,0.7215525507926941,0.6923598647117615,0.5103233456611633,0.7079652657471079,0.34394146623209143,0.2775140404701233,1.2238807678222656,1.1899700164794922
deepseek_base,3079,p95,0.7473986508752261,0.6118421052631579,0.34923042259380277,3.3799052385184716,0.6235623359680176,0.036639001220464706,0.8805970149253731,1.3034462928771973,1.4912803173065186,146,0.7997801899909973,0.8422564206177613,0.7135761380195618,0.7005772590637207,0.5045959949493408,0.3046746485637314,0.3591267865961281,0.31222110986709595,0.6908929944038391,0.6773282289505005
deepseek_base,15005,p99,0.747466550633352,0.6118421052631579,0.3494053507842289,3.261521296884219,0.6248024702072144,0.037609510123729706,0.8805970149253731,2.387563943862915,2.765798807144165,151,0.9035874605178833,0.8567197765790415,0.7152962684631348,0.6988211274147034,0.5058252811431885,0.5578145852163702,0.43966353050228685,0.32676830887794495,1.3294874429702759,1.117542028427124
deepseek_base,938,max,0.747265990432406,0.6118421052631579,0.3488886533173851,3.241694349722897,0.6206520795822144,0.039057910442352295,0.8805970149253731,2.2261929512023926,2.5519797801971436,152,0.8976601958274841,0.865167085582911,0.707923173904419,0.7062900066375732,0.5005773901939392,0.6233997161001683,0.2837406155739336,0.3271658420562744,1.0835171937942505,1.0068145990371704
deepseek_base,15051,max,0.7465185033706274,0.6118421052631579,0.34696292393788764,3.3199060743598796,0.6218417882919312,0.0375543087720871,0.8855721393034826,2.4141054153442383,2.7526583671569824,149,0.9051045775413513,0.8518636196689185,0.7142450213432312,0.6998948454856873,0.5050738453865051,0.9158982109071537,0.26561098918696185,0.17234626412391663,1.47240149974823,1.2756168842315674
deepseek_base,10646,mean,0.746478296340122,0.6118421052631579,0.34685933972370414,3.1272911624370243,0.624800443649292,0.03890831023454666,0.8855721393034826,0.891556441783905,1.1000367403030396,150,0.8673813343048096,0.8645365123588521,0.7011387944221497,0.7130248546600342,0.4957975149154663,0.4592858201114635,0.440555273385802,0.3442451059818268,1.0302146673202515,1.0552281141281128
deepseek_base,6045,mean,0.7458342766992943,0.6118421052631579,0.3452001704795378,3.3370873250427686,0.621852457523346,0.03715268895030022,0.8905472636815921,0.7229059338569641,0.8710180521011353,151,0.8944241404533386,0.8268274780381106,0.7067608833312988,0.7074529528617859,0.49975529313087463,0.7442609635538144,0.11069226868233101,0.3556371033191681,0.7784008383750916,0.8201969861984253
deepseek_base,851,max,0.746055795733997,0.6118421052631579,0.34577086358589076,3.312129527527401,0.6224310994148254,0.03732486814260483,0.8905472636815921,1.951812744140625,2.20515775680542,152,0.8770889639854431,0.842862767212038,0.7096728086471558,0.7045323252677917,0.5018174648284912,0.604925439209144,0.19699380471321104,0.35868918895721436,0.7870160937309265,0.8185501098632812
deepseek_base,3783,mean,0.7458984439053533,0.6118421052631579,0.34536548260362215,3.2590910027529665,0.62009596824646,0.03860042616724968,0.8905472636815921,0.71204674243927,0.8463577628135681,151,0.8712435364723206,0.8293531787047378,0.7044077515602112,0.7097956538200378,0.4980950653553009,0.4838207775130394,0.34771197690476896,0.3337370753288269,0.7601736187934875,0.7854253649711609
deepseek_base,14446,p95,0.7461650077835732,0.6118421052631579,0.3460522234424259,3.180305234785212,0.6218735575675964,0.0390816256403923,0.8905472636815921,1.8514987230300903,2.0631046295166016,152,0.9271265268325806,0.8422102439913594,0.7075076699256897,0.7067060470581055,0.500283420085907,0.752966537842426,0.35466800838025375,0.1818321943283081,1.2843252420425415,1.0752819776535034
deepseek_base,2418,mean,0.7452541535814793,0.6118421052631579,0.343705616006523,3.122028752293786,0.6233546733856201,0.03904496505856514,0.900497512437811,0.5665682554244995,0.7075310945510864,150,0.8186127543449402,0.8301373319322558,0.7062259912490845,0.7079868316650391,0.49937745928764343,0.39218577464269244,0.2662680698940413,0.3394075036048889,0.6720150113105774,0.6521394848823547
deepseek_base,9112,active_fraction,0.7444416649220256,0.6118421052631579,0.34161242488386256,3.818907613432538,0.612622857093811,0.03451745584607124,0.9154228855721394,0.8015696406364441,0.8610472083091736,151,0.8379606008529663,0.8535157713229777,0.7184525728225708,0.6955757737159729,0.5080891847610474,0.6292254605024376,0.22160400196730107,0.1327231377363205,1.0649304389953613,0.8830768465995789
deepseek_base,10268,p95,0.7441066559717142,0.6118421052631579,0.34074935097797565,3.438174414877244,0.6210410594940186,0.03579391911625862,0.9154228855721394,1.505472183227539,1.7308738231658936,150,0.9028392434120178,0.8582531372789098,0.7156345248222351,0.6984748244285583,0.5060673356056213,0.6285396490499625,0.22125121784139384,0.2948923707008362,0.953814685344696,0.860996663570404
deepseek_base,14818,max,0.7449577290944571,0.6118421052631579,0.3429419461416523,3.2586937178306163,0.6196793913841248,0.03844429552555084,0.9154228855721394,2.1898396015167236,2.634767532348633,152,0.9084351062774658,0.846815449282933,0.7017257809638977,0.7124474048614502,0.4962092339992523,0.6297734615754892,0.2572281998629793,0.3229987919330597,0.9735943675041199,0.946923017501831
deepseek_base,7288,max,0.7441574912486042,0.6118421052631579,0.34088031643708205,3.254025143338088,0.6196682453155518,0.03825700283050537,0.9154228855721394,1.6891756057739258,1.8530948162078857,150,0.8521021008491516,0.8716856421864667,0.7082260847091675,0.7059856057167053,0.5007920861244202,0.5004964649338957,0.1311496063830818,0.3415154814720154,0.7328329682350159,0.7123770713806152
deepseek_merged,2227,max,0.4939084902356633,0.26573426573426573,0.31075156289237954,4.632999766382131,0.28938546776771545,0.04414483904838562,0.746268656716418,2.069098949432373,2.402482509613037,143,0.8812969923019409,0.9266235596665103,0.7204824090003967,0.693472683429718,0.5095511078834534,0.698236603282637,0.15784502422501065,0.23996147513389587,0.8925763368606567,0.8546993136405945
deepseek_merged,7186,p95,0.4851872320002586,0.26573426573426573,0.29887403977178073,4.658979177181934,0.28888699412345886,0.042133770883083344,0.7960199004975125,1.9755101203918457,2.152869462966919,143,0.938017725944519,0.9255138219401288,0.6750337481498718,0.7377866506576538,0.4777916371822357,1.0237968791922318,-0.06198588386280954,0.34702083468437195,1.0121616125106812,1.0630617141723633
deepseek_merged,13380,mean,0.48083881679393514,0.26573426573426573,0.2929519123955498,4.3969047027268005,0.2943883240222931,0.04240495339035988,0.835820895522388,0.9036712050437927,1.0636358261108398,143,0.9102697968482971,0.9253358518267761,0.716422975063324,0.6976655721664429,0.5066323280334473,0.79750010724488,0.1749024573702218,0.28972944617271423,0.9717057347297668,0.8893042802810669
deepseek_merged,232,max,0.47502496631753593,0.26573426573426573,0.28503400174673943,6.417885259387885,0.2871766984462738,0.029269501566886902,0.8905472636815921,0.031923066824674606,0.1470521092414856,37,0.007090037688612938,0.5921165191272789,0.712131142616272,0.7020460963249207,0.5035657286643982,-1.2321780927440151,-0.3539639246557654,0.4192841649055481,0.0011706760851666331,0.0006964239873923361
deepseek_merged,14370,max,0.47455067722095584,0.26573426573426573,0.28438806516758747,5.932205957392505,0.28620776534080505,0.03174922987818718,0.8905472636815921,0.12249805778265,0.3679392337799072,49,0.06829795241355896,0.6188051124548258,0.7061926126480103,0.7080187797546387,0.49935436248779297,-0.46312345025970525,-0.7455326730018795,0.30282163619995117,0.02813049778342247,0.020537154749035835
deepseek_merged,10698,max,0.47256093168271557,0.26573426573426573,0.2816782212440793,6.11560511848892,0.28686559200286865,0.030364185571670532,0.9054726368159204,0.07254737615585327,0.3182521164417267,43,0.04328727349638939,0.5282194515746095,0.7073054909706116,0.7069080471992493,0.5001404881477356,-0.5691346079618922,-0.5499661797948406,0.2245306372642517,0.010450592264533043,0.011471128091216087
deepseek_merged,704,max,0.47004623465018447,0.26573426573426573,0.27825344338072744,6.308389365087989,0.28417325019836426,0.02946440875530243,0.9104477611940298,0.028054723516106606,0.15504303574562073,32,0.016261020675301552,0.5161619927791745,0.7104917764663696,0.703705906867981,0.502399206161499,-1.1470098263806507,-0.3399426128014962,0.2120603322982788,0.0047881570644676685,0.0017382014775648713
deepseek_merged,8051,max,0.46905244738062074,0.26573426573426573,0.2768999997659882,6.6438494463155875,0.2881198227405548,0.027233099564909935,0.9154228855721394,0.019244089722633362,0.14035293459892273,22,0.009081671945750713,0.47876707868055307,0.7104986906051636,0.7036980986595154,0.5024044513702393,-1.043421346065286,-0.3201775000239095,0.25083571672439575,0.0013999245129525661,0.0012073414400219917
deepseek_merged,10568,max,0.46885458874336616,0.26573426573426573,0.2766305351457273,4.033197349949231,0.29180195927619934,0.043898820877075195,0.9154228855721394,2.38000750541687,2.6628897190093994,143,0.9007439017295837,0.927187901121702,0.7047229409217834,0.7094829082489014,0.4983171224594116,0.46049552013023765,0.48791447010838634,0.29894980788230896,1.121996521949768,1.0651177167892456
deepseek_merged,12446,mean,0.46483015608402606,0.26573426573426573,0.27114964114300694,7.283839491464411,0.2841549813747406,0.02480493113398552,0.9402985074626866,0.0007732118829153478,0.013945036567747593,17,0.0052840993739664555,0.49758766892408995,0.8340660333633423,0.5516648888587952,0.6018960475921631,-1.623591630138437,-0.4172009863065753,0.20461761951446533,0.010289388708770275,0.00028764692251570523
deepseek_merged,14422,max,0.4646872885728133,0.26573426573426573,0.27095506919916473,5.057301793821521,0.29012802243232727,0.03451628237962723,0.9402985074626866,0.0866067036986351,0.34711331129074097,46,0.03145211935043335,0.4966540003165324,0.5102246999740601,0.8600412011146545,0.37235450744628906,-0.7940801566912234,-0.5541762806529376,0.28687575459480286,0.008602646179497242,0.007469327189028263
deepseek_merged,3275,max,0.4657714929369977,0.26573426573426573,0.27243165228562544,4.0622262446270065,0.292851984500885,0.042567651718854904,0.9402985074626866,2.2344164848327637,2.6264262199401855,143,0.8950667977333069,0.9204840220767999,0.7035017609596252,0.7106935977935791,0.4974572956562042,0.7160586003195936,0.1766552751530619,0.3518625497817993,0.915717601776123,1.0115259885787964
deepseek_merged,6449,max,0.46257450490860097,0.26573426573426573,0.2680776590659994,6.425862042359389,0.2869139015674591,0.027336500585079193,0.945273631840796,0.05701299384236336,0.24890902638435364,31,0.0301483366638422,0.5324516198941777,0.7092689871788025,0.7049384713172913,0.5015310645103455,-0.614187268179469,-0.5250445353974676,0.4088006317615509,0.005740680266171694,0.0060062892735004425
deepseek_merged,5457,max,0.4602924947434893,0.26573426573426573,0.2649697785554188,4.800142208067868,0.2871798276901245,0.03606408089399338,0.9552238805970149,0.1750487983226776,0.379489541053772,66,0.022599127143621445,0.7286396422613363,0.873680055141449,0.48650115728378296,0.6423262357711792,-1.3538102371879097,-0.39263004089539316,0.2856062650680542,0.008297570049762726,0.006273965816944838
deepseek_merged,14248,max,0.45911117565265047,0.26573426573426573,0.26336093446027636,4.253839776553252,0.2890267074108124,0.03998373821377754,0.9601990049751243,1.7075287103652954,2.2615442276000977,106,0.02597883902490139,0.8731142835863664,0.9468482732772827,0.3216798007488251,0.7464148998260498,-1.7840690300742863,-0.3209409513072852,0.25110897421836853,0.06698928773403168,0.06233443319797516
deepseek_merged,9741,p95,0.45936126535270344,0.26573426573426573,0.26370153281368186,4.146054447003165,0.29052308201789856,0.04072261601686478,0.9601990049751243,1.8687288761138916,2.1330626010894775,143,0.9308821558952332,0.9220925043765172,0.7079686522483826,0.7062433958053589,0.5006099939346313,0.6871526346435487,0.3467951181751375,0.3173352777957916,1.0444749593734741,0.9787881374359131
deepseek_merged,14783,p99,0.45703933597194096,0.26573426573426573,0.26053928613321486,5.557872495318584,0.2855131924152374,0.03086186572909355,0.9651741293532339,0.0928523913025856,0.25887852907180786,47,0.07462665438652039,0.5917194646639662,0.7173018455505371,0.6967625617980957,0.5072625279426575,-0.4102094787265359,-0.8161557919270395,0.2996838688850403,0.022824613377451897,0.018588706851005554
deepseek_merged,1191,max,0.457446061576948,0.26573426573426573,0.26109320767146255,5.146570595184213,0.2881109118461609,0.032902512699365616,0.9651741293532339,0.07703288644552231,0.2900127172470093,43,0.027764059603214264,0.5694439191783178,0.7078335285186768,0.7063794136047363,0.5005140900611877,-0.7358913265276408,-0.488204317941316,0.25230833888053894,0.00700216181576252,0.006973507348448038
deepseek_merged,10155,max,0.4559200115945673,0.26573426573426573,0.2590148729335536,4.579549678678802,0.28822237253189087,0.036618780344724655,0.9701492537313433,0.08270470052957535,0.26065829396247864,58,0.04312765225768089,0.6344359504417788,0.7029328942298889,0.7112560272216797,0.4970572888851166,-0.5564779576877978,-0.6881027377684154,0.3128798305988312,0.007620961405336857,0.005145243834704161
deepseek_merged,6102,max,0.45466453974464255,0.26573426573426573,0.25730503984270364,3.456268021745574,0.29777076840400696,0.04539399966597557,0.9701492537313433,2.374013662338257,2.7744369506835938,143,0.9214978814125061,0.9304504405152626,0.7192332744598389,0.6947681903839111,0.5086510181427002,0.6682512509545053,0.2806335573034128,0.11282239109277725,1.305625319480896,1.123131513595581
deepseek_merged,2861,max,0.4529571488453067,0.26573426573426573,0.2549797360464653,5.838324047071518,0.28829237818717957,0.02820412442088127,0.9751243781094527,0.030804520472884178,0.18694370985031128,34,0.012935642153024673,0.5108840189103964,0.7134987711906433,0.7006559371948242,0.5045408010482788,-1.005595324128836,-0.24397801936181954,0.34914252161979675,0.0011304806685075164,0.004680910147726536
deepseek_merged,7711,max,0.45357296212559367,0.26573426573426573,0.2558184150853323,5.475129254958336,0.28649458289146423,0.0305158868432045,0.9751243781094527,0.03768768161535263,0.20266090333461761,32,0.022047923877835274,0.5264603101070425,0.7095728516578674,0.7046312689781189,0.5017471313476562,-0.7187412570363537,-0.7584370538332251,0.3939177989959717,0.003106360323727131,0.00506140012294054
deepseek_merged,13690,max,0.4497441155335892,0.26573426573426573,0.25060389067907857,6.695688169732706,0.2831437587738037,0.024881737306714058,0.9800995024875622,0.021283524110913277,0.1306733936071396,24,0.005975361447781324,0.49042296201095253,0.7106100916862488,0.7035854458808899,0.502483606338501,-1.2004893593139452,-0.4614745029678488,0.26518917083740234,0.0010625050636008382,0.0014800979988649487
