task_id,boundary_percent,boundary_text,bad_token_text,pre_boundary_tokens,logit_margin_bad_minus_eos,top_features
BigCodeBench/767,0.099601593625498,# Get the count of each letter in the list\n   ,#,1,3.34375,13702:0.25686;14364:0.0560074;2258:0.0347542;1317:0.0338684;14496:0.0333186;71:0.025365;11507:0.0166284;10946:0.0165277;12002:0.0162632;14027:0.0151701;5784:0.013044;5819:0.0112144;13877:0.0101698;254:0.00963503;5541:0.00939966;16164:0.00912305;15219:0.00902744;553:0.00872198;1651:0.00829055;5584:0.00770013
BigCodeBench/808,1.4800514800514801,"\n    text = text.replace(' ', ' ')",\n,7,6.8125,8341:0.202801;5642:0.13296;7915:0.115725;7839:0.0920267;447:0.0770035;14969:0.0678284;8111:0.0664867;8313:0.0574718;1651:0.0520144;7879:0.051172;11569:0.0428715;10262:0.042301;5463:0.0422449;10219:0.0387426;2258:0.0376918;4907:0.0362085;16207:0.0284628;5411:0.0277105;15021:0.0270883;1373:0.0257676
BigCodeBench/835,4.92,.\n    # Remove columns columns based on the provided indexes,.,36,9.9453125,9608:0.433215;11306:0.305384;6101:0.231032;1010:0.186616;2203:0.162374;13428:0.161082;11840:0.145383;7744:0.10314;1239:0.101515;11729:0.0926827;4334:0.0907416;9402:0.0829252;7386:0.0813218;13462:0.0808297;3680:0.0798673;6877:0.0787511;5411:0.0778225;447:0.0751143;4849:0.0750918;7915:0.0750645
BigCodeBench/837,12.857142857142858,0,0,25,7.0390625,13428:0.532049;12544:0.31787;6532:0.216252;2446:0.166307;8662:0.155786;5411:0.136971;7915:0.132564;11953:0.1148;1280:0.106073;11890:0.105238;1017:0.105001;1639:0.103346;5642:0.10102;1180:0.0967721;3893:0.0921987;14674:0.0817415;447:0.07944;7744:0.0684896;11057:0.0681344;10337:0.0649091
BigCodeBench/840,12.857142857142858,0,0,25,7.296875,12544:0.33519;13428:0.26087;7915:0.168859;6532:0.166739;2446:0.143549;11890:0.107665;8662:0.106402;11953:0.100506;11057:0.0977841;5411:0.0916939;10337:0.0849438;5642:0.0828029;447:0.0741501;1639:0.0683418;1280:0.0682354;1017:0.0667117;14674:0.0595681;3893:0.0572198;8105:0.054015;13462:0.0509403
BigCodeBench/847,0.7116104868913857,----------------,----------------,15,9.275390625,9608:0.362804;14960:0.289935;3680:0.201196;1362:0.148986;15150:0.146946;11864:0.127936;8364:0.116678;7915:0.109608;2445:0.108069;6372:0.107525;13789:0.09666;14711:0.0923023;14088:0.0922755;1239:0.0888896;13428:0.0831372;2203:0.0810841;1104:0.0748104;6314:0.0667188;2258:0.0667037;5411:0.0655347
BigCodeBench/860,10.018214936247723,0,0,19,7.0390625,12544:0.223243;13428:0.209518;6532:0.15768;2446:0.136797;11890:0.125992;8662:0.119666;1639:0.10366;10337:0.0952075;7915:0.0876762;6983:0.0838956;1180:0.0820872;1017:0.0697379;11953:0.0621771;404:0.0522746;5411:0.0518238;1777:0.0498512;7710:0.0494729;5642:0.0493736;9608:0.0487925;1367:0.0469741
BigCodeBench/862,10.018214936247723,0,0,19,7.2109375,12544:0.364389;13428:0.227075;11057:0.161162;2446:0.145379;8662:0.136847;5411:0.130797;404:0.116011;10337:0.111335;6532:0.101336;1017:0.0879801;11890:0.0878037;6983:0.0871613;7915:0.0871075;1639:0.0800982;3893:0.078048;1180:0.0775075;5642:0.0731185;9608:0.0694064;8313:0.069321;4253:0.0621334
BigCodeBench/891,2.48403122782115,)\n    df = df.drop(attribute,),15,5.40625,5642:0.106046;5411:0.0755433;13428:0.0728149;7744:0.071835;11125:0.0488431;10219:0.048404;8284:0.0448758;15095:0.0427803;7915:0.0409837;3233:0.0386861;7126:0.0325808;15336:0.0311983;15207:0.0311414;12445:0.0310625;615:0.0274923;9608:0.0272035;6294:0.026859;14673:0.0267896;1415:0.0266032;9451:0.0265613
BigCodeBench/905,8.544303797468354,\n            csv_reader.next(),\n,51,5.421875,4535:0.0911238;14969:0.0898018;3097:0.0833237;10854:0.0596708;1582:0.0538904;12026:0.0535098;12967:0.0455162;13428:0.0383791;8313:0.0379876;5411:0.0348508;13371:0.0327472;1777:0.03189;169:0.0312294;3287:0.0280498;13384:0.026765;1083:0.0231175;3233:0.0230812;10460:0.0226936;11128:0.021779;6896:0.0217335
BigCodeBench/976,1.39516858287043,----------------,----------------,35,7.26953125,14960:0.474223;2203:0.460332;9608:0.28876;6372:0.195136;8364:0.182814;14711:0.155527;13428:0.146437;6023:0.136782;5617:0.118662;8167:0.118058;1239:0.116987;7879:0.11643;3680:0.110001;9281:0.103021;14521:0.101925;7744:0.100755;1104:0.100273;13789:0.0950814;9746:0.0935422;3380:0.0929926
BigCodeBench/977,33.26195574589579,"\n    np.random.randint(0, len(features))",\n,162,6.1171875,13384:0.141485;3097:0.103457;7915:0.0897355;1651:0.0841389;11046:0.080684;13428:0.0788417;765:0.0701842;1996:0.0667343;3060:0.0583497;4284:0.0520943;13348:0.0502334;1058:0.049766;2916:0.0459325;16207:0.0452636;1895:0.0438311;91:0.0420851;14673:0.0390875;6494:0.0379723;11284:0.0378112;6117:0.0362068
BigCodeBench/1115,0.970873786407767,1.,1,3,5.83203125,15852:0.246368;5566:0.237072;10777:0.182395;2223:0.106157;15148:0.10469;4484:0.100557;3369:0.0843541;7184:0.0825269;3380:0.081178;12748:0.0697302;16263:0.0614791;2203:0.0573173;6023:0.0503938;2258:0.0502001;1651:0.0489555;7744:0.0455663;5642:0.0405331;13428:0.0389776;6934:0.0338529;8167:0.0331186
