negative_rank,benchmark,transition,aggregation,feature_id,n,positives,prevalence,roc_auc,pr_auc,pr_lift,effect,permutation_null_sd,effect_to_permutation_variability,permutation_p_nominal,positive_support,positive_delta_support,control_support,decoder_base_norm,decoder_finetuned_norm,decoder_finetuned_specificity,unique_delta_values,positive_base_support
15,bigcodebench,improvement,early_max,7124,872,215,0.24655963302752293,0.4306077660967753,0.2213537459537995,0.8977696114963404,-1.154270887374878,0.1682291179895401,-6.861302852630615,0.004975124378109453,8,5,32,0.6983956098556519,0.7157113552093506,0.5061225295066833,109,40
16,bigcodebench,improvement,early_max,6661,872,215,0.24655963302752293,0.4318325015043715,0.2233253215946066,0.9057659554906836,-1.440600872039795,0.2113540917634964,-6.816053867340088,0.004975124378109453,8,5,44,0.7036986947059631,0.7104980945587158,0.502403974533081,112,39
17,bigcodebench,improvement,early_max,409,872,215,0.24655963302752293,0.43953842341864,0.2294207949490715,0.9304880613748389,-1.3135615587234497,0.19300022721290588,-6.8060102462768555,0.004975124378109453,19,13,137,0.6945079565048218,0.7194846868515015,0.5088319778442383,238,49
18,bigcodebench,improvement,active_fraction,16140,872,215,0.24655963302752293,0.3883614739301264,0.20860403477894737,0.8460591550104284,-0.018798986449837685,0.002774700755253434,-6.775140285491943,0.004975124378109453,94,52,345,0.7074956297874451,0.7067175507545471,0.4997248947620392,584,129
19,bigcodebench,improvement,early_max,4810,872,215,0.24655963302752293,0.4201019432940427,0.21846100566683896,0.8860371950766678,-2.078812599182129,0.3083299398422241,-6.74216890335083,0.004975124378109453,28,18,125,0.721321165561676,0.6926003098487854,0.48984354734420776,229,57
20,bigcodebench,improvement,early_max,5839,872,215,0.24655963302752293,0.4177020282467877,0.22116072751102117,0.8969867646028393,-1.1504948139190674,0.1707810014486313,-6.736667633056641,0.004975124378109453,12,7,76,0.7030209898948669,0.7111681699752808,0.5028805136680603,173,46
21,bigcodebench,improvement,mean,11241,872,215,0.24655963302752293,0.4068882517433011,0.20935488302445235,0.8491044558014997,-0.31971684098243713,0.04764401540160179,-6.710535049438477,0.004975124378109453,98,56,359,0.7025338411331177,0.7116494178771973,0.5032228827476501,648,125
22,bigcodebench,improvement,early_max,7585,872,215,0.24655963302752293,0.4432515663162366,0.23462970871367086,0.9516144465038187,-3.202366352081299,0.47758784890174866,-6.705292701721191,0.004975124378109453,30,19,88,0.6980897784233093,0.7160106301307678,0.506336510181427,215,56
23,bigcodebench,improvement,mean,91,872,215,0.24655963302752293,0.3734416480832537,0.19764632858129044,0.8016167373157455,-0.32369813323020935,0.04834495484828949,-6.695592880249023,0.004975124378109453,106,42,355,0.6927564144134521,0.7211713790893555,0.5100482106208801,649,146
24,bigcodebench,improvement,early_max,5837,872,215,0.24655963302752293,0.4400516795865633,0.22714756430077457,0.9212682607919788,-2.01721453666687,0.3020152449607849,-6.679181098937988,0.004975124378109453,3,2,31,0.706234872341156,0.7079774737358093,0.5006160736083984,91,32
25,bigcodebench,improvement,mean,1982,872,215,0.24655963302752293,0.3771689497716895,0.20674590791122258,0.8385229381329585,-0.1307145208120346,0.019627340137958527,-6.659818172454834,0.004975124378109453,151,55,539,0.688118040561676,0.7255985736846924,0.5132560729980469,810,151
26,bigcodebench,improvement,early_max,9696,872,215,0.24655963302752293,0.45798732788219887,0.23740707976810263,0.9628789467803976,-3.2713537216186523,0.4926168620586395,-6.640766620635986,0.004975124378109453,8,5,27,0.6990170478820801,0.715104341506958,0.5056880712509155,100,33
27,bigcodebench,improvement,early_max,9580,872,215,0.24655963302752293,0.4370924923011575,0.22484963393927065,0.9119482827676466,-2.6526455879211426,0.4000353217124939,-6.631028652191162,0.004975124378109453,5,4,31,0.6942618489265442,0.7197214961051941,0.5090028047561646,85,32
28,bigcodebench,improvement,active_fraction,5958,872,215,0.24655963302752293,0.3953488372093023,0.21178409104204854,0.8589568715751923,-0.03488375246524811,0.005282724276185036,-6.603363990783691,0.004975124378109453,87,50,337,0.6964912414550781,0.7175647616386414,0.5074514150619507,585,131
29,bigcodebench,improvement,early_max,15219,872,215,0.24655963302752293,0.4267317971045273,0.22279530455270782,0.9036163049765639,-1.4434525966644287,0.21868564188480377,-6.600582599639893,0.004975124378109453,5,3,35,0.6845887899398804,0.7289297580718994,0.5156846046447754,98,36
30,bigcodebench,improvement,early_max,12694,872,215,0.24655963302752293,0.45202647693886944,0.22956668235722508,0.9310797535604663,-1.1605947017669678,0.17679564654827118,-6.564611434936523,0.004975124378109453,11,8,42,0.6850243806838989,0.7285200953483582,0.5153853297233582,95,32
31,bigcodebench,improvement,early_max,8589,872,215,0.24655963302752293,0.45530423701815864,0.23330005624843683,0.9462216234820322,-2.775956392288208,0.4233699440956116,-6.55681037902832,0.004975124378109453,10,9,43,0.6846201419830322,0.7289000749588013,0.5156630277633667,116,34
32,bigcodebench,improvement,early_max,1078,872,215,0.24655963302752293,0.42942196736398713,0.22366638815297485,0.9071492579971817,-3.815237045288086,0.5839313864707947,-6.533707618713379,0.004975124378109453,12,9,78,0.6917816400527954,0.7221066355705261,0.5107240080833435,169,42
33,bigcodebench,improvement,active_fraction,3826,872,215,0.24655963302752293,0.37384163392446285,0.20188232698375463,0.8187971587434142,-0.009630241431295872,0.0014759686309844255,-6.524692535400391,0.004975124378109453,23,9,94,0.6947582960128784,0.7192428708076477,0.5086578726768494,482,148
34,bigcodebench,improvement,early_max,4320,872,215,0.24655963302752293,0.4389295954125518,0.22775809400989488,0.9237444557052481,-2.162321090698242,0.33151090145111084,-6.522624492645264,0.004975124378109453,4,4,47,0.7138152718544006,0.700333833694458,0.4952333867549896,105,33
35,bigcodebench,improvement,early_max,16053,872,215,0.24655963302752293,0.4376836218186967,0.2262252247660705,0.917527423237272,-2.7191760540008545,0.4188040494918823,-6.4927167892456055,0.004975124378109453,12,8,76,0.6935300230979919,0.7204270362854004,0.5095112323760986,151,40
36,bigcodebench,improvement,early_max,14674,872,215,0.24655963302752293,0.4441364907436905,0.22634434346423304,0.918010546515401,-0.7750242352485657,0.11961041390895844,-6.479571342468262,0.004975124378109453,9,6,50,0.7132500410079956,0.7009088397026062,0.49563658237457275,125,40
37,bigcodebench,improvement,mean,7828,872,215,0.24655963302752293,0.3748823050511486,0.20645720999872813,0.8373520331111206,-0.1068662628531456,0.016525214537978172,-6.466860771179199,0.004975124378109453,71,20,252,0.7020666599273682,0.7121107578277588,0.5035512447357178,632,155
38,bigcodebench,improvement,early_max,9985,872,215,0.24655963302752293,0.4443240947223107,0.2342336927899193,0.9500082795944634,-1.1849995851516724,0.18358860909938812,-6.454646587371826,0.004975124378109453,22,14,72,0.6770428419113159,0.7359439730644226,0.5208427906036377,160,43
39,bigcodebench,improvement,early_max,7988,872,215,0.24655963302752293,0.4177409649215957,0.2109699324652248,0.8556547958589583,-1.3303191661834717,0.20693206787109375,-6.428772449493408,0.004975124378109453,76,44,264,0.7301759123802185,0.6832589507102966,0.48340320587158203,450,110
40,bigcodebench,improvement,early_max,745,872,215,0.24655963302752293,0.43455452904321973,0.2299752194122552,0.9327367038487746,-1.7670457363128662,0.27523094415664673,-6.420228958129883,0.004975124378109453,8,4,71,0.7111049294471741,0.7030856609344482,0.4971647262573242,162,38
41,bigcodebench,improvement,mean,1159,872,215,0.24655963302752293,0.36277653888357936,0.1946755693401325,0.7895678905330026,-0.04475715011358261,0.006974021904170513,-6.41769552230835,0.004975124378109453,7,1,12,0.7045029401779175,0.7097004055976868,0.5018375515937805,425,138
42,bigcodebench,improvement,early_max,12229,872,215,0.24655963302752293,0.4463311033237761,0.22907548015638324,0.9290875288203079,-1.0125354528427124,0.15849120914936066,-6.3885908126831055,0.004975124378109453,10,7,61,0.6907201409339905,0.723122239112854,0.5114588737487793,123,32
43,bigcodebench,improvement,early_max,13191,872,215,0.24655963302752293,0.45354854695409014,0.23062369999908994,0.9353668204614253,-3.0966217517852783,0.4857730269432068,-6.374626636505127,0.004975124378109453,2,1,12,0.7035118937492371,0.7106832265853882,0.5025355219841003,51,24
44,bigcodebench,improvement,mean,14006,872,215,0.24655963302752293,0.3682843085200524,0.20217570499775114,0.8199870453862279,-0.05385551229119301,0.008474976755678654,-6.354650020599365,0.004975124378109453,127,46,454,0.6851959824562073,0.7283589839935303,0.515267550945282,740,147
45,bigcodebench,improvement,early_max,13879,872,215,0.24655963302752293,0.4370960319988673,0.2246399325447129,0.9110977729255333,-0.938011884689331,0.14768308401107788,-6.351518630981445,0.004975124378109453,4,3,20,0.7091103196144104,0.7050979137420654,0.4985814094543457,78,32
46,bigcodebench,improvement,mean,5039,872,215,0.24655963302752293,0.3790095925807936,0.21326290859187946,0.86495468042846,-0.08787950873374939,0.013839892111718655,-6.349724769592285,0.004975124378109453,14,9,32,0.697012722492218,0.7170584201812744,0.5070879459381104,470,139
47,bigcodebench,improvement,active_fraction,4901,872,215,0.24655963302752293,0.36527910516441897,0.19905419955192474,0.8073268000431553,-0.017493298277258873,0.002761244308203459,-6.3352952003479,0.004975124378109453,65,19,220,0.6979774832725525,0.716119647026062,0.5064147710800171,541,154
48,bigcodebench,improvement,active_fraction,6305,872,215,0.24655963302752293,0.36834448338111925,0.19610736195472359,0.7953749749977627,-0.015585619956254959,0.0024658830370754004,-6.320502758026123,0.004975124378109453,135,33,526,0.7054993510246277,0.7087097764015198,0.5011350512504578,755,179
49,bigcodebench,improvement,early_max,10736,872,215,0.24655963302752293,0.4348695621393933,0.22916318944663716,0.9294432613835703,-1.3524904251098633,0.21405014395713806,-6.318568229675293,0.004975124378109453,18,11,68,0.7011606693267822,0.7130030393600464,0.5041870474815369,179,48
50,bigcodebench,improvement,early_max,6877,872,215,0.24655963302752293,0.46251106155534316,0.23500925481051435,0.9531538148593884,-3.4045517444610596,0.5388875007629395,-6.317741394042969,0.004975124378109453,17,12,50,0.692207396030426,0.7216981053352356,0.510428786277771,106,32
51,bigcodebench,improvement,early_max,7086,872,215,0.24655963302752293,0.43213337580970584,0.22677624852569633,0.919762273090266,-2.7701497077941895,0.4388848543167114,-6.31179141998291,0.004975124378109453,3,2,29,0.7054675221443176,0.7087411284446716,0.5011574029922485,86,31
52,bigcodebench,improvement,early_max,13590,872,215,0.24655963302752293,0.4286149162861492,0.2240110091233862,0.9085469765376408,-1.4602769613265991,0.23207449913024902,-6.292276859283447,0.004975124378109453,21,11,92,0.6992030739784241,0.7149231433868408,0.5055582523345947,218,54
53,bigcodebench,improvement,early_max,3283,872,215,0.24655963302752293,0.4229867969275424,0.22168598862179822,0.8991171259451538,-1.828519582748413,0.2910712659358978,-6.282033920288086,0.004975124378109453,28,14,116,0.7076439261436462,0.7065693736076355,0.49962007999420166,216,54
54,bigcodebench,improvement,max,5337,872,215,0.24655963302752293,0.3786414640189728,0.19986328017002736,0.8106082805035528,-2.8412766456604004,0.45268315076828003,-6.276524066925049,0.004975124378109453,210,65,647,0.6825977563858032,0.7307938933372498,0.5170498490333557,870,209
55,bigcodebench,improvement,active_fraction,11361,872,215,0.24655963302752293,0.38160773069979825,0.2081063224233288,0.8440405262936871,-0.006185408215969801,0.0009869711939245462,-6.26706075668335,0.004975124378109453,22,12,65,0.6902885437011719,0.7235345244407654,0.5117574334144592,361,127
56,bigcodebench,improvement,active_fraction,1862,872,215,0.24655963302752293,0.37169657711231463,0.19870210783147413,0.8058987815304439,-0.007679575122892857,0.001226163236424327,-6.2630934715271,0.004975124378109453,49,21,279,0.704999566078186,0.7092075347900391,0.5014877319335938,576,151
57,bigcodebench,improvement,early_max,2215,872,215,0.24655963302752293,0.4206081200665463,0.22034566047551196,0.8936810043471928,-2.110816240310669,0.337406188249588,-6.256009101867676,0.004975124378109453,44,30,180,0.6904977560043335,0.7233343124389648,0.511612594127655,344,76
58,bigcodebench,improvement,active_fraction,9700,872,215,0.24655963302752293,0.3811192524158437,0.20747307732107428,0.841472201971985,-0.07370088249444962,0.01182262971997261,-6.233882427215576,0.004975124378109453,135,51,490,0.6807010173797607,0.7325609922409058,0.5183476209640503,775,170
59,bigcodebench,improvement,early_max,6802,872,215,0.24655963302752293,0.4689462319917879,0.24017986217385054,0.9741248363516171,-1.8114087581634521,0.2906014621257782,-6.233309268951416,0.004975124378109453,33,26,128,0.693223774433136,0.7207223176956177,0.5097240209579468,265,55
60,bigcodebench,improvement,active_fraction,16120,872,215,0.24655963302752293,0.37033733319174544,0.20133277285308634,0.8165682694320525,-0.007210876792669296,0.0011586587643250823,-6.223468780517578,0.004975124378109453,152,59,559,0.7052122950553894,0.708996593952179,0.5013379454612732,735,157
61,bigcodebench,improvement,mean,2168,872,215,0.24655963302752293,0.37338147322218684,0.2075839978392849,0.8419220749574718,-0.14090900123119354,0.022716231644153595,-6.203009605407715,0.004975124378109453,115,31,445,0.6799271106719971,0.7332807779312134,0.5188767910003662,754,168
62,bigcodebench,improvement,active_fraction,708,872,215,0.24655963302752293,0.39958231567024177,0.21458878852020083,0.870332202742396,-0.005635472014546394,0.0009086335194297135,-6.202139854431152,0.004975124378109453,12,2,67,0.6950929760932922,0.7189198732376099,0.508425235748291,313,103
63,bigcodebench,improvement,mean,2957,872,215,0.24655963302752293,0.37513716328625535,0.2087502457850414,0.8466521596490981,-0.13649602234363556,0.022083550691604614,-6.180891036987305,0.004975124378109453,146,40,470,0.6967476010322571,0.7173163294792175,0.5072728991508484,774,170
64,bigcodebench,improvement,early_max,16037,872,215,0.24655963302752293,0.44673108916498533,0.2318774798586138,0.9404519183102847,-2.638760566711426,0.4278205335140228,-6.167914867401123,0.004975124378109453,7,6,30,0.6939907670021057,0.7199844121932983,0.5091916918754578,93,32
65,bigcodebench,improvement,active_fraction,5889,872,215,0.24655963302752293,0.3860288131393579,0.20948030978319734,0.8496131633997586,-0.009586927480995655,0.0015580232720822096,-6.153263568878174,0.004975124378109453,103,35,378,0.6958507895469666,0.718185544013977,0.5078975558280945,670,155
66,bigcodebench,improvement,early_max,8166,872,215,0.24655963302752293,0.42970514318077235,0.2264583479977991,0.9184729276933992,-2.6381261348724365,0.4293453097343445,-6.144532203674316,0.004975124378109453,5,4,34,0.7120165228843689,0.7021620273590088,0.49651581048965454,96,34
67,bigcodebench,improvement,early_max,7893,872,215,0.24655963302752293,0.41618349792927684,0.2251149464570312,0.9130243409792149,-0.48334431648254395,0.07866736501455307,-6.144152641296387,0.004975124378109453,13,5,57,0.7082225680351257,0.7059893012046814,0.4992104172706604,140,45
68,bigcodebench,improvement,active_fraction,4693,872,215,0.24655963302752293,0.38504831687373897,0.20873977038461658,0.8466096733738868,-0.01165264192968607,0.0019014334538951516,-6.128345966339111,0.004975124378109453,11,6,92,0.6858182549476624,0.7277724742889404,0.5148395895957947,385,118
69,bigcodebench,improvement,early_max,13431,872,215,0.24655963302752293,0.40948638986230573,0.21931311726134675,0.8894932011716017,-1.2873390913009644,0.21022929251194,-6.123499870300293,0.004975124378109453,57,31,226,0.7169957756996155,0.6970772743225098,0.49295705556869507,412,94
70,bigcodebench,improvement,early_max,2649,872,215,0.24655963302752293,0.4560475735372199,0.23043381737254562,0.9345966918551618,-2.1514124870300293,0.3514951765537262,-6.1207451820373535,0.004975124378109453,7,5,26,0.6978128552436829,0.7162796258926392,0.5065295100212097,74,26
71,bigcodebench,improvement,early_max,2174,872,215,0.24655963302752293,0.41972319563909244,0.22472351004911229,0.911436747734074,-2.0649421215057373,0.33757174015045166,-6.11704683303833,0.004975124378109453,25,13,91,0.704882025718689,0.7093245983123779,0.5015707015991211,211,57
72,bigcodebench,improvement,early_max,20,872,215,0.24655963302752293,0.44380729885667763,0.2280525458471781,0.9249386975755317,-1.3375942707061768,0.21872398257255554,-6.115444183349609,0.004975124378109453,36,26,117,0.6887816190719604,0.7249686121940613,0.5127982497215271,251,58
73,bigcodebench,improvement,early_max,7593,872,215,0.24655963302752293,0.43595624933630667,0.227434923961498,0.9224337381136105,-1.329998254776001,0.21751214563846588,-6.114593029022217,0.004975124378109453,11,5,37,0.6941642761230469,0.7198161482810974,0.5090707540512085,117,37
74,bigcodebench,improvement,early_max,2757,872,215,0.24655963302752293,0.4480549361084563,0.22936484760352208,0.9302611493500988,-1.0980159044265747,0.17980459332466125,-6.106717586517334,0.004975124378109453,18,13,78,0.6861264109611511,0.7274824380874634,0.5146278142929077,173,43
75,bigcodebench,improvement,early_max,11770,872,215,0.24655963302752293,0.45212558847474427,0.23146057910964057,0.9387610464353795,-1.3686034679412842,0.22448943555355072,-6.096516132354736,0.004975124378109453,17,13,67,0.692853569984436,0.7210785150527954,0.5099810361862183,155,36
76,bigcodebench,improvement,early_max,7736,872,215,0.24655963302752293,0.44324094722310714,0.23179541243464016,0.9401190681070057,-2.1779897212982178,0.3576808273792267,-6.089199066162109,0.004975124378109453,4,1,16,0.6767993569374084,0.7361677885055542,0.5210084319114685,63,28
77,bigcodebench,improvement,mean,14327,872,215,0.24655963302752293,0.3778485717319741,0.21677041631703484,0.8791804792021134,-0.0956641361117363,0.01576981320977211,-6.066282272338867,0.004975124378109453,136,31,459,0.6909738779067993,0.722879946231842,0.5112833380699158,756,166
78,bigcodebench,improvement,early_max,15184,872,215,0.24655963302752293,0.4423170861208453,0.2279283346532883,0.924434920082174,-1.630518913269043,0.2688326835632324,-6.065181255340576,0.004975124378109453,16,12,86,0.704912006855011,0.7092947959899902,0.5015496015548706,191,48
79,bigcodebench,improvement,mean,1193,872,215,0.24655963302752293,0.3883048387667693,0.2067127910755078,0.8383886224085711,-0.11775507032871246,0.01947818696498871,-6.0454840660095215,0.004975124378109453,35,17,121,0.6918870210647583,0.7220051884651184,0.5106507539749146,474,132
80,bigcodebench,improvement,active_fraction,7930,872,215,0.24655963302752293,0.37483982867863086,0.19528296045151422,0.7920313558777693,-0.012901263311505318,0.0021398277021944523,-6.029113292694092,0.004975124378109453,133,43,512,0.6905463337898254,0.7232887744903564,0.5115793347358704,757,167
81,bigcodebench,improvement,active_fraction,10692,872,215,0.24655963302752293,0.3948072634597005,0.2088881899137475,0.8472116353711061,-0.0024389338213950396,0.0004048211849294603,-6.024718761444092,0.004975124378109453,4,0,15,0.6935481429100037,0.7204098105430603,0.5094987750053406,191,96
82,bigcodebench,improvement,mean,15821,872,215,0.24655963302752293,0.3833351031821882,0.20772211650708117,0.8424822585775571,-0.06368239223957062,0.010580068454146385,-6.01909065246582,0.004975124378109453,64,24,278,0.6994971632957458,0.7146355509757996,0.5053525567054749,629,149
83,bigcodebench,improvement,active_fraction,7974,872,215,0.24655963302752293,0.39523910658029804,0.20914851536654033,0.8482674669749916,-0.03813150152564049,0.006336692720651627,-6.017571449279785,0.004975124378109453,124,60,422,0.7102183103561401,0.7039805054664612,0.49779456853866577,658,149
84,bigcodebench,improvement,early_max,10303,872,215,0.24655963302752293,0.43136172170896603,0.22158769870427392,0.8987184803261714,-1.577499270439148,0.2624974548816681,-6.009579181671143,0.004975124378109453,28,18,118,0.6818349361419678,0.7315066456794739,0.5175724625587463,256,62
85,bigcodebench,improvement,active_fraction,2621,872,215,0.24655963302752293,0.37338855261760645,0.2018416017097941,0.8186319846090254,-0.02892383560538292,0.004821668844670057,-5.998718738555908,0.004975124378109453,89,35,358,0.7026363611221313,0.7115495204925537,0.5031513571739197,618,147
86,bigcodebench,improvement,early_max,13646,872,215,0.24655963302752293,0.4626066333935082,0.23461626932986573,0.9515599388634555,-1.9848177433013916,0.33121734857559204,-5.992493152618408,0.004975124378109453,12,8,46,0.7003518342971802,0.713797926902771,0.5047541260719299,109,28
87,bigcodebench,improvement,early_max,824,872,215,0.24655963302752293,0.4403879508689958,0.22397062700040415,0.9083831941597788,-2.349147319793701,0.39230355620384216,-5.988085746765137,0.004975124378109453,19,10,46,0.6932754516601562,0.7206726670265198,0.5096881985664368,129,41
88,bigcodebench,improvement,early_max,1688,872,215,0.24655963302752293,0.409904074192064,0.21539487931101728,0.8736015570195678,-2.819425582885742,0.47101646661758423,-5.985832214355469,0.004975124378109453,34,22,179,0.6918990612030029,0.7219944596290588,0.5106427669525146,344,78
89,bigcodebench,improvement,active_fraction,12655,872,215,0.24655963302752293,0.3856005097164702,0.20331400554712448,0.8246037806376397,-0.010330920107662678,0.0017265056958422065,-5.983716011047363,0.004975124378109453,37,15,114,0.680216908454895,0.7330104112625122,0.5186783671379089,398,125
90,bigcodebench,improvement,active_fraction,1989,872,215,0.24655963302752293,0.3876889313652614,0.21188934290363867,0.8593837535440602,-0.012416974641382694,0.002080130623653531,-5.969324588775635,0.004975124378109453,138,47,464,0.6853762269020081,0.7281888723373413,0.5151434540748596,742,166
91,bigcodebench,improvement,active_fraction,11547,872,215,0.24655963302752293,0.37534600545113445,0.20069441396578452,0.8139792045496005,-0.021032458171248436,0.0035269088111817837,-5.963425636291504,0.004975124378109453,148,55,531,0.6795179843902588,0.7336588501930237,0.519155740737915,735,153
92,bigcodebench,improvement,early_max,8096,872,215,0.24655963302752293,0.4139888853491912,0.22405761768904728,0.9087360122086011,-1.3751050233840942,0.23089197278022766,-5.955620765686035,0.004975124378109453,84,48,338,0.6932374238967896,0.7207087278366089,0.5097144246101379,574,110
93,bigcodebench,improvement,early_max,9600,872,215,0.24655963302752293,0.4415206541361368,0.22555244634843896,0.9147987591434362,-2.0671470165252686,0.3479507863521576,-5.94091796875,0.004975124378109453,44,27,167,0.6997726559638977,0.7143662571907043,0.5051599144935608,295,72
94,bigcodebench,improvement,early_max,219,872,215,0.24655963302752293,0.4407277618491381,0.2294930979293818,0.9307813088112602,-1.4577054977416992,0.24565525352954865,-5.933948040008545,0.004975124378109453,3,1,19,0.6949067711830139,0.7190989851951599,0.5085545182228088,67,28
95,bigcodebench,improvement,early_max,10047,872,215,0.24655963302752293,0.43755973239885315,0.22380001489009382,0.907691223182148,-2.192186117172241,0.3695189654827118,-5.932540416717529,0.004975124378109453,20,13,80,0.6801870465278625,0.7330385446548462,0.5186988711357117,163,40
96,bigcodebench,improvement,active_fraction,2550,872,215,0.24655963302752293,0.3932285582811228,0.20494425897545085,0.8312157852399681,-0.004121849313378334,0.0006947917863726616,-5.932495594024658,0.004975124378109453,44,16,136,0.7062411904335022,0.7079713940620422,0.5006117224693298,386,122
97,bigcodebench,improvement,early_max,2913,872,215,0.24655963302752293,0.4460727053909596,0.2341936042152022,0.9498456877937503,-1.1192381381988525,0.18867897987365723,-5.931970596313477,0.004975124378109453,10,5,51,0.7004274129867554,0.7137235999107361,0.5047011375427246,131,34
98,bigcodebench,improvement,mean,402,872,215,0.24655963302752293,0.3806944886906658,0.20324432231943243,0.8243211584304423,-0.09710938483476639,0.0163754653185606,-5.93017578125,0.004975124378109453,76,34,295,0.680871307849884,0.7324026226997375,0.518231213092804,644,144
99,bigcodebench,improvement,early_max,10539,872,215,0.24655963302752293,0.4361403136172171,0.22584714381166562,0.9159939972268485,-1.0746392011642456,0.18142661452293396,-5.923272132873535,0.004975124378109453,58,39,243,0.6935606598854065,0.7203978300094604,0.5094900727272034,426,84
100,bigcodebench,improvement,early_max,16264,872,215,0.24655963302752293,0.4618526777813175,0.23618270364351474,0.9579131050099761,-1.8718421459197998,0.3165034353733063,-5.91412878036499,0.004975124378109453,21,16,70,0.6933927536010742,0.7205595970153809,0.5096067190170288,150,40
101,bigcodebench,improvement,early_max,14497,872,215,0.24655963302752293,0.4520689533113872,0.23083130174474725,0.9362088145182308,-2.8327417373657227,0.4793699085712433,-5.909302234649658,0.004975124378109453,7,5,38,0.703886091709137,0.7103126049041748,0.5022721886634827,88,29
102,bigcodebench,improvement,active_fraction,13114,872,215,0.24655963302752293,0.39710806697108064,0.21599326716331071,0.8760285068204975,-0.026487763971090317,0.004491751082241535,-5.896979331970215,0.004975124378109453,125,62,463,0.7028088569641113,0.7113789916038513,0.5030300617218018,713,151
