task_id,task_idx,group,alpha,correct,changed_vs_alpha0,generated_tokens,residual_norm_mean,intervention_norm_mean,intervention_to_residual_ratio_mean,projection_before_mean,projection_after_mean
BigCodeBench/983,983,regression,3.0,False,False,512,42.98978279903531,1.8679139614105225,0.04398792153369868,-0.8285167624271708,1.0393972176825628
BigCodeBench/504,504,regression,3.0,False,False,512,42.65984350442886,1.8679139614105225,0.044297002015809994,-0.6737720689634443,1.1941419102658983
BigCodeBench/841,841,regression,3.0,False,False,220,41.117340356653386,1.8679139614105225,0.04588386353782632,-0.31332978338680484,1.5545841880989346
BigCodeBench/861,861,preserved_success,3.0,False,True,512,43.43675244599581,1.8679139614105225,0.04361010608408833,-0.5069822976001888,1.360931684175739
BigCodeBench/1109,1109,preserved_success,3.0,True,False,55,38.59577178955078,1.8679139614105225,0.0488660224459388,0.2873970832337033,2.1553110483017837
BigCodeBench/272,272,preserved_success,3.0,True,True,512,45.91571468859911,1.8679139614105225,0.04105992132826941,-0.8872293722379254,0.9806846080900868
BigCodeBench/455,455,preserved_success,3.0,True,True,512,42.57929288595915,1.8679139614105225,0.044276039028773084,-0.7339455050532706,1.1339684696722543
BigCodeBench/827,827,preserved_success,3.0,True,False,99,40.28373390737206,1.8679139614105225,0.04689487976708798,-0.09276004545766899,1.775153930741127
BigCodeBench/135,135,regression,4.0,False,False,512,41.636966194957495,2.4905362129211426,0.06040552451304393,-0.7326178780931514,1.7579185948125087
BigCodeBench/536,536,regression,4.0,False,True,512,43.316334534436464,2.4905362129211426,0.05815975041332422,-0.7838234625378391,1.706713005551137
BigCodeBench/983,983,regression,4.0,False,False,512,42.98978279903531,2.4905362129211426,0.058650191393098794,-0.8285167624271708,1.662019700233941
BigCodeBench/504,504,regression,4.0,False,False,512,42.65984350442886,2.4905362129211426,0.05906229618267389,-0.6737720689634443,1.8167643948690966
BigCodeBench/841,841,regression,4.0,False,False,220,41.117340356653386,2.4905362129211426,0.06117809821258892,-0.31332978338680484,2.1772066698832946
BigCodeBench/861,861,preserved_success,4.0,False,True,512,43.43675244599581,2.4905362129211426,0.0581464408460306,-0.5069822976001888,1.9835541707579978
BigCodeBench/1109,1109,preserved_success,4.0,True,True,63,38.62955795772492,2.4905362129211426,0.06516444641682836,0.4129625218255179,2.9034989655963956
BigCodeBench/272,272,preserved_success,4.0,True,True,512,45.91571468859911,2.4905362129211426,0.05474621582834516,-0.8872293722379254,1.6033070882986067
BigCodeBench/455,455,preserved_success,4.0,True,True,512,42.57929288595915,2.4905362129211426,0.05903434570063837,-0.7339455050532706,1.7565909632539842
BigCodeBench/827,827,preserved_success,4.0,True,False,99,40.28373390737206,2.4905362129211426,0.06252611168857777,-0.09276004545766899,2.3977764351199373
